gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold,celltype
SYNE1,246.053707273157,0.515715251967115,0.166302718379746,7.68026764754477e-05,0.0491665133903658,TRUE,CD8 Effector
PGLS,101.598056177919,-0.454408304708622,0.145316233834422,6.96401101643785e-05,0.0491665133903658,TRUE,CD8 Effector
TRAPPC2B,8.95716863562374,-1.28171888631788,0.427896735455181,7.63847578506174e-05,0.0491665133903658,TRUE,CD8 Effector
SRGN,626.685476343982,-0.314028962893289,0.103694209867806,0.000105669530745504,0.0640857896200234,TRUE,CD8 Effector
PRMT2,186.518266599102,-0.513812131791851,0.175390995549824,0.000122799910651059,0.0707511685216076,TRUE,CD8 Effector
MYADM,53.1299055559466,-0.659956023765042,0.229728037190489,0.000139797748679649,0.0767090218112189,TRUE,CD8 Effector
MDGA1,4.27819540255237,3.08473111228209,1.29253531841265,0.000149550849787235,0.0783306564590142,TRUE,CD8 Effector
TSC22D3,378.444934748994,-0.400648901902805,0.140842100037371,0.000179559958158256,0.0873062784254761,TRUE,CD8 Effector
MT-CO3,3113.9085938387,-0.575131947112631,0.206488798781108,0.000181840725697425,0.0873062784254761,TRUE,CD8 Effector
LDB2,6.70349305151475,-0.00494888283667592,0.0530665437318805,0.000234739278914465,0.10403464272813,FALSE,CD8 Effector
WAC-AS1,31.6687572019306,-0.701342162671119,0.265370371975792,0.000229329066758163,0.10403464272813,TRUE,CD8 Effector
SEPTIN9,236.255315071817,0.34795386890576,0.130138149108002,0.000299351949973252,0.127756759983029,TRUE,CD8 Effector
IFNGR1,33.0575644285763,-0.69978128313558,0.284633575371714,0.000361112776962422,0.148610804604928,TRUE,CD8 Effector
