ID	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	celltype
ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR	65	-0.352463724988866	-0.813968908545774	0.673352435530086	0.731623319374036	0.461737120517847	441	tags=11%, list=6%, signal=10%	NK T cells
DESCARTES_MAIN_FETAL_SYMPATHOBLASTS	11	-0.369177462468428	-0.75460976212699	0.675182481751825	0.731852474225	0.461881743164823	100	tags=27%, list=1%, signal=27%	NK T cells
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2	73	-0.349443636794834	-0.818104858587015	0.697183098591549	0.753891771682728	0.475791034294409	454	tags=11%, list=6%, signal=10%	NK T cells
DESCARTES_FETAL_KIDNEY_MEGAKARYOCYTES	13	-0.341104442074404	-0.709154744065245	0.699453551912568	0.754541779151506	0.476201262575822	1581	tags=38%, list=22%, signal=30%	NK T cells
DESCARTES_FETAL_PANCREAS_ERYTHROBLASTS	26	0.292154288032505	0.789446946995863	0.712082262210797	0.766336148855429	0.483644844759714	1743	tags=35%, list=24%, signal=26%	NK T cells
BUSSLINGER_DUODENAL_TUFT_CELLS	33	-0.303514280667356	-0.661115207142446	0.716108452950558	0.768838529058557	0.48522412989024	1651	tags=36%, list=23%, signal=28%	NK T cells
DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS	21	-0.317252811396038	-0.665606544650207	0.73534338358459	0.787618979574015	0.497076719759102	2251	tags=43%, list=31%, signal=30%	NK T cells
DESCARTES_FETAL_CEREBRUM_MEGAKARYOCYTES	130	-0.325158091187259	-0.814835395774113	0.737244897959184	0.787788874415014	0.497183942632671	718	tags=17%, list=10%, signal=16%	NK T cells
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_VASCULAR_SMOOTH_MUSCLE_CELLS	18	-0.307888176749414	-0.645265443052005	0.75513698630137	0.805004523132592	0.508048965460951	356	tags=28%, list=5%, signal=26%	NK T cells
DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS	13	-0.31832418480685	-0.661794682102789	0.761384335154827	0.809754634094075	0.511046823100825	752	tags=62%, list=10%, signal=55%	NK T cells
