gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold,celltype
SLC66A3,22.5986971106654,-9.59714762888337e-06,0.00144268483359032,0.0235638983456344,0.988334755250581,FALSE,CD8 Terminally Exhausted
ROCK2,11.9350119294183,2.87940612711845e-06,0.0014426873308051,0.448006594123164,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC099344.3,0.014985761624969,5.48485258277326e-08,0.00144269499895836,0.54024753525423,0.988334755250581,FALSE,CD8 Terminally Exhausted
E2F6,1.01451345230226,8.6045624889774e-07,0.00144269367443163,0.513726673733937,0.988334755250581,FALSE,CD8 Terminally Exhausted
GREB1,0.246306677777943,-1.38424927013994e-07,0.00144269470668281,0.453013343866403,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC012456.2,0.100298717149434,-2.45585124668863e-07,0.00144269499908391,0.336390535419484,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC009486.2,0.269085090663318,-5.94555912523963e-08,0.00144269458080391,0.502519566992274,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC064875.1,0.041459451033705,1.1321886299749e-07,0.00144269498675286,0.668716356039388,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC068286.2,0.014985761624969,5.48485258277326e-08,0.00144269499895836,0.54024753525423,0.988334755250581,FALSE,CD8 Terminally Exhausted
NBAS,17.4275858078245,-1.3323516947487e-06,0.00144267304523929,0.595991875383431,0.988334755250581,FALSE,CD8 Terminally Exhausted
DDX1,9.47229400294253,1.66691180901283e-06,0.00144268460002705,0.55280496786694,0.988334755250581,FALSE,CD8 Terminally Exhausted
FAM49A,8.04353205802768,9.03606563749075e-07,0.00144268502885518,0.701555485684629,0.988334755250581,FALSE,CD8 Terminally Exhausted
VSNL1,0.05522167336688,1.0540206140315e-07,0.00144269499096186,0.574640835944178,0.988334755250581,FALSE,CD8 Terminally Exhausted
SMC6,14.7071374530038,2.55421667665409e-06,0.0014426833423538,0.398921480140871,0.988334755250581,FALSE,CD8 Terminally Exhausted
GEN1,0.828519886487245,1.37822226655209e-06,0.00144269446159828,0.202386239484544,0.988334755250581,FALSE,CD8 Terminally Exhausted
NT5C1B-RDH14,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC106053.1,0.014985761624969,5.48485258277326e-08,0.00144269499895836,0.54024753525423,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC130814.1,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
LINC01376,1.75951558495806,-3.13052740137742e-06,0.00144269429402081,0.0163410302533305,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC013400.1,0.769399551207016,-2.63885535480513e-07,0.00144269453273972,0.498303346435838,0.988334755250581,FALSE,CD8 Terminally Exhausted
WDR35,3.99352605186723,-1.18725918617964e-06,0.00144269038387963,0.171530607149853,0.988334755250581,FALSE,CD8 Terminally Exhausted
LAPTM4A,21.9135382174451,2.60103929323471e-06,0.00144266986233062,0.3615330317751,0.988334755250581,FALSE,CD8 Terminally Exhausted
PUM2,32.4430970214653,1.37054891005158e-06,0.00144266839310045,0.675597638153575,0.988334755250581,FALSE,CD8 Terminally Exhausted
RHOB,9.51301998364242,2.19108732421873e-06,0.00144269362420599,0.0838218993748525,0.988334755250581,FALSE,CD8 Terminally Exhausted
HS1BP3,5.80768818065344,7.1789119124184e-07,0.0014426877264993,0.740889112038645,0.988334755250581,FALSE,CD8 Terminally Exhausted
