p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.80210682702586e-158,-0.63551436150407,0.154,0.323,1.88701755718447e-153,4,SYTL2
9.14011033923707e-158,0.460272532694194,0.808,0.641,2.21062708664788e-153,4,EZR
1.26868803616127e-157,-0.575378790620134,0.183,0.347,3.06844888425966e-153,4,PTPRE
1.6765483362037e-157,-0.586108330232733,0.011,0.151,4.05489980594226e-153,4,SETBP1
1.93240610151858e-157,-0.472337499529637,0.048,0.202,4.67371739713285e-153,4,USP28
2.8873721214417e-156,-0.54734611119375,0.272,0.42,6.98339821291889e-152,4,ARPC5L
3.19237720234077e-155,0.323098901484191,0.411,0.228,7.72108350158139e-151,4,RRM1
9.47164324653339e-155,0.362293368509204,0.102,0.029,2.29081163560656e-150,4,CCSER1
9.55173688621745e-155,-0.556681558064248,0.621,0.705,2.31018308330055e-150,4,RUNX3
3.7486238070972e-154,-0.651347765286337,0.441,0.578,9.06642153984528e-150,4,PTPRJ
1.7549708996379e-153,-0.62126182330848,0.259,0.407,4.24457261786423e-149,4,HLA-DPB1
4.07668914911825e-153,-0.537209084593327,0.011,0.148,9.85988037605741e-149,4,CD160
2.17893358522791e-152,0.280305024806311,0.355,0.185,5.26996876923222e-148,4,RETREG1
3.43612269825059e-152,-0.415146825370311,0.008,0.144,8.31060635798888e-148,4,ENC1
1.60398401481801e-151,0.338943341663115,0.683,0.456,3.87939573823884e-147,4,PHACTR2
3.20393466681526e-150,0.389870456215066,0.576,0.369,7.74903638515938e-146,4,GPHN
8.91078705190035e-150,-0.631219248989206,0.426,0.554,2.15516295637262e-145,4,CMIP
1.52537821307787e-149,0.279528960937323,0.137,0.048,3.68927974615015e-145,4,ESR1
1.87881167589885e-149,0.348821221842525,0.441,0.255,4.54409391932895e-145,4,PBX4
3.22144188169393e-149,-0.584840477183417,0.411,0.563,7.79137933506493e-145,4,DNAJC1
8.89540144375954e-149,-0.45256589513607,0.911,0.91,2.15144179318768e-144,4,JAK1
2.56046989706999e-148,-0.387970125687995,0.009,0.141,6.19275249305348e-144,4,FGR
3.00945679004376e-147,-0.468380242953684,0.962,0.971,7.27867219239983e-143,4,ACTB
1.38594394284241e-146,0.262445835650682,0.291,0.144,3.35204402015865e-142,4,SYNJ2
3.2221534187392e-146,-0.549847976821062,0.118,0.277,7.79310025856264e-142,4,GSE1
1.06963594058334e-145,0.367704064775722,0.635,0.427,2.58702148589487e-141,4,USP3-AS1
1.13006731740763e-145,0.251503061581146,0.973,0.978,2.73318081388209e-141,4,RPL10
1.21208661583503e-145,0.332200181055413,0.359,0.194,2.9315526890586e-141,4,KLHL5
2.29707328534176e-144,-0.609915899484405,0.565,0.634,5.55570144792758e-140,4,FLNA
9.48791148960089e-144,0.324760202112122,0.571,0.359,2.29474627287487e-139,4,PDE8A
3.00776155058208e-143,0.2759131037065,0.936,0.928,7.27457208623783e-139,4,RPL31
1.30085415631231e-142,-0.638281440509483,0.098,0.257,3.14624586245696e-138,4,AF165147.1
5.11095965368655e-142,0.290272413278552,0.386,0.215,1.23613670184063e-137,4,SOCS1
6.56090154025097e-142,-0.42725786442473,0.864,0.877,1.5868196465251e-137,4,ARPC2
9.17371077561215e-142,-0.301436831222454,0.993,0.987,2.21875368818955e-137,4,PTPRC
1.21547612503352e-140,0.368755506793281,0.517,0.321,2.93975055600608e-136,4,AC016831.6
2.90341852377117e-140,0.378487599465944,0.756,0.555,7.02220804159295e-136,4,RHOH
6.9316852981505e-140,-0.609433326018831,0.218,0.369,1.67649740621068e-135,4,SSBP3
1.39632260414245e-139,-0.662345738493107,0.309,0.459,3.37714585037893e-135,4,EIF4G3
1.9917352598379e-139,-0.650378236344496,0.345,0.475,4.81721089944395e-135,4,GNPTAB
3.02957067025374e-139,0.327654038449044,0.44,0.259,7.32731962307569e-135,4,RALA
4.20416283759698e-139,0.272286522959989,0.387,0.214,1.0168188239012e-134,4,ITGA6
4.38465085585242e-139,0.333450500026325,0.88,0.7,1.06047165599647e-134,4,SPOCK2
7.19920322080174e-139,-0.919884040959837,0.006,0.129,1.74119929098311e-134,4,SGCD
7.65705130953868e-139,0.328862125066235,0.569,0.368,1.85193442972503e-134,4,PPP1R15A
7.82927421483843e-139,0.297639261073073,0.162,0.065,1.89358826160082e-134,4,GRIP1
1.68345572375799e-138,-0.546607154554371,0.306,0.456,4.07160601348108e-134,4,PTPN22
1.11203055826104e-137,-0.50643968450714,0.099,0.252,2.68955710821015e-133,4,GAB3
5.9025101572365e-137,-0.480323876105924,0.062,0.205,1.42758110662922e-132,4,SLC15A4
1.32626452945726e-134,0.345675970582234,0.904,0.743,3.20770339094534e-130,4,CD44
2.69145374627937e-134,0.275832850346752,0.965,0.975,6.5095500307513e-130,4,RPS29
3.74020526251005e-134,0.3772846970358,0.731,0.542,9.04606044790681e-130,4,GSPT1
3.78425128247295e-134,0.306310585124011,0.695,0.481,9.15259015178908e-130,4,FOXP1
8.16572154975478e-134,-0.600104510565082,0.683,0.737,1.97496141402369e-129,4,GNG2
1.7181082995835e-133,-0.455739357207315,0.017,0.142,4.15541673337266e-129,4,SLC4A4
2.68000896017155e-133,0.391543345855562,0.862,0.713,6.48186967107091e-129,4,USP3
1.17996737091505e-132,0.320364846595262,0.372,0.207,2.85386908329515e-128,4,HNRNPLL
1.2102992824195e-132,-0.531284544644258,0.792,0.814,2.9272298444598e-128,4,PIP4K2A
1.2419487363994e-132,0.290147555312563,0.849,0.69,3.00377721385559e-128,4,EIF3E
6.74178254859079e-132,0.406146612558792,0.698,0.496,1.63056752720217e-127,4,FKBP5
8.8363635163677e-132,-0.457948225770682,0.001,0.116,2.13716288006869e-127,4,XCL2
1.47730792461772e-131,-0.558018141553346,0.142,0.296,3.57301694648041e-127,4,MAN1A1
1.99644860401368e-131,-0.53187608247592,0.594,0.658,4.82861059366748e-127,4,CLIC1
4.34357125725341e-131,-0.479282888314484,0.63,0.706,1.05053614427931e-126,4,LITAF
7.65965300868643e-130,-0.489586481369341,0.148,0.294,1.8525636766809e-125,4,HLA-DPA1
1.48156838361702e-129,-0.57142749668908,0.246,0.387,3.58332129261613e-125,4,KLRG1
2.08176863534316e-129,0.381314816389268,0.875,0.731,5.03496562144096e-125,4,ZC3HAV1
2.90744933302275e-129,0.312763934147491,0.982,0.932,7.03195695684881e-125,4,CDC42SE2
7.25768863278558e-128,0.274672729700025,0.415,0.242,1.75534457272552e-123,4,AC119396.1
2.53388960664744e-127,0.293774881435631,0.264,0.133,6.12846540263751e-123,4,TAF4B
2.94310516440811e-127,-0.391936150968746,0.011,0.129,7.11819415063746e-123,4,FAM49A
7.08466444639009e-127,0.329515439278986,0.614,0.417,1.71349694300391e-122,4,S100A11
1.49476325314617e-126,-0.603937803057986,0.189,0.329,3.61523440405932e-122,4,AL159141.1
1.58439111378507e-126,0.254008146576538,0.475,0.286,3.83200834780056e-122,4,C1orf162
8.55833232899251e-126,-0.442228271716259,0.159,0.313,2.06991825709013e-121,4,GBP5
1.40175409541456e-125,-0.384469995618655,0.05,0.182,3.39028245516964e-121,4,PLAAT3
5.75968768056057e-125,0.316973418809817,0.62,0.415,1.39303806242038e-120,4,ST3GAL1
5.86749846234167e-125,-0.360252515121228,0.002,0.112,1.41911317810196e-120,4,ASCL2
1.60874174996975e-124,-0.560315919451094,0.099,0.237,3.89090279647683e-120,4,CEP78
1.81253620017751e-124,-0.775339594478962,0.505,0.594,4.38380005374932e-120,4,TGFBR3
3.19362516749696e-124,-0.299403384930868,0.958,0.962,7.72410183010814e-120,4,HLA-E
4.48188277976827e-122,0.360513709574147,0.736,0.537,1.08398816911475e-117,4,ADK
4.5390671051494e-122,0.366672441913126,0.534,0.352,1.09781877005143e-117,4,CMSS1
4.95911146859184e-122,-0.516205150873458,0.077,0.214,1.19941069979362e-117,4,SKAP2
1.02513855313574e-121,0.309354570576001,0.857,0.73,2.4794001046141e-117,4,RPL36A
2.07693784214285e-121,0.329221686896123,0.9,0.743,5.02328186500669e-117,4,AKT3
7.19069201542479e-121,-0.324776390066515,0.004,0.111,1.73914077085064e-116,4,FCRL3
2.06568389875697e-120,0.317075931500339,0.55,0.364,4.9960630775336e-116,4,PTGER4
4.60289416803157e-120,0.271396162486636,0.624,0.415,1.11325598348012e-115,4,PBXIP1
8.13028121411428e-120,0.323545282871708,0.335,0.19,1.96638981444568e-115,4,DISC1
8.73475039600323e-120,0.343652303732621,0.867,0.73,2.11258673077734e-115,4,FAM107B
2.07324329728923e-119,-0.496458593686487,0.308,0.435,5.01434623882372e-115,4,ACTN4
1.1054693900266e-118,0.357463342006088,0.575,0.39,2.67368826671834e-114,4,AFF1
1.72897716619931e-118,-0.471653290397686,0.012,0.123,4.18170417416964e-114,4,GFOD1
2.72688855359935e-118,-0.392585333787619,0.022,0.138,6.59525265573538e-114,4,PIK3AP1
3.48419903372457e-118,-0.499124349753137,0.042,0.166,8.42688378296625e-114,4,AC005747.1
1.0833509842445e-117,0.472346425451937,0.724,0.575,2.62019269049375e-113,4,DDIT4
1.60050564303149e-117,0.272988192272759,0.877,0.765,3.87098294823597e-113,4,EEF2
2.25554788737411e-117,-0.501234504730509,0.277,0.401,5.45526812040301e-113,4,RASSF1
2.69401336593605e-117,0.279170217456827,0.529,0.339,6.51574072685292e-113,4,CNST
8.65340909504162e-117,-0.752692186943453,0.017,0.129,2.09291352372677e-112,4,FCER1G
1.47090354972857e-116,-0.531646023913192,0.432,0.53,3.55752732537351e-112,4,MAPK1
1.55856192777546e-116,-0.404160080326865,0.013,0.124,3.76953787851774e-112,4,SLCO4C1
1.9658693214757e-116,0.267446410278415,0.909,0.903,4.75465154092114e-112,4,RPS5
1.21756165637052e-115,0.250624810630637,0.31,0.168,2.94479462209773e-111,4,AC104365.2
2.64571263584987e-115,0.256910502247279,0.515,0.33,6.3989205810665e-111,4,NFKBIZ
3.07151576856033e-115,0.313046466293947,0.612,0.416,7.42876803784002e-111,4,MPP7
3.12129215702861e-115,-0.36007560041812,0.031,0.148,7.5491572109894e-111,4,RGS3
5.47240158032997e-115,-0.575433446429551,0.131,0.268,1.32355504621861e-110,4,GSAP
1.07708176901141e-114,0.257631577154913,0.916,0.846,2.60502996653099e-110,4,NPM1
2.00360192500884e-114,-0.757260756147095,0.005,0.109,4.84591161582639e-110,4,BNC2
2.59169493368147e-114,0.258151920381598,0.22,0.107,6.268273366602e-110,4,PGAP1
7.48804386181916e-114,0.329539698886116,0.652,0.458,1.81105828841958e-109,4,RPS6KA5
8.84368486709023e-114,-0.482783119623216,0.113,0.249,2.13893362195444e-109,4,MIR4435-2HG
1.33295016068131e-113,-0.37058050049526,0.049,0.172,3.22387325862381e-109,4,MXRA7
7.33629976974127e-113,-0.336332878250286,0.007,0.111,1.77435746230962e-108,4,IL18RAP
8.99525425268438e-113,0.286119614128454,0.476,0.301,2.17559219355424e-108,4,SFXN1
1.04699609171871e-112,0.348136417448252,0.948,0.845,2.53226474743088e-108,4,ZBTB20
1.31319110352837e-112,-0.643366477246574,0.328,0.454,3.17608400299371e-108,4,TFDP2
1.59439894299201e-111,0.33069790342763,0.698,0.518,3.85621328352047e-107,4,KLF6
2.12637427858093e-111,0.355812035105013,0.781,0.619,5.14284883017583e-107,4,TSC22D3
2.64322145717156e-111,-0.490336983862371,0.509,0.598,6.39289541631514e-107,4,ARAP2
5.72630080758666e-111,0.281395801270586,0.486,0.309,1.38496311332291e-106,4,SPTBN1
8.5712860579574e-111,0.364295614260878,0.721,0.536,2.07305124597758e-106,4,ITK
9.2678736468499e-111,0.253851909922348,0.949,0.954,2.24152792022712e-106,4,RPL21
1.36432930812993e-110,-0.571354490737418,0.419,0.513,3.29976686464305e-106,4,PLAC8
3.1332460021807e-110,-0.517452597692232,0.642,0.701,7.57806878087425e-106,4,NCOA1
3.43831626482458e-110,0.43014766005135,0.267,0.144,8.31591171810472e-106,4,FAM13A
1.97979611248356e-109,-0.421275776594759,0.811,0.814,4.78833487765274e-105,4,LCP1
4.08442064146191e-109,-0.284201834646061,0.012,0.116,9.87857976343978e-105,4,ADRB2
6.97442805083008e-109,0.255674722538274,0.39,0.233,1.68683516837376e-104,4,AL499604.2
8.17362234034615e-109,-0.420641711196169,0.021,0.13,1.97687229923612e-104,4,TLE1
1.16886131973699e-108,-0.44257370777924,0.33,0.44,2.82700798791588e-104,4,PAXX
1.49018499674049e-108,0.27645972548149,0.597,0.412,3.60416143311656e-104,4,RPS17
1.71292507266101e-108,-0.503824764058838,0.263,0.392,4.14288058073792e-104,4,NPC1
3.29789614559564e-108,-0.538928780030669,0.174,0.313,7.97629161773761e-104,4,GTDC1
4.32551908378722e-108,0.275946316382566,0.578,0.39,1.04617004560478e-103,4,TSPYL2
4.93789519984233e-108,-0.51403061883547,0.44,0.564,1.19427933303387e-103,4,ID2
2.74886435370419e-107,-0.319741931202993,0.027,0.136,6.64840332586896e-103,4,ABI3
4.05552614590911e-107,-0.375344269376264,0.068,0.19,9.80869553649577e-103,4,RHOC
5.68844809555487e-107,-0.409346194277384,0.06,0.179,1.3758080563909e-102,4,METRNL
6.10085475193369e-107,-0.450118889110434,0.162,0.288,1.47555273030268e-102,4,CTSD
1.72476265938322e-106,-0.48204497340898,0.232,0.36,4.17151096798425e-102,4,RAB27A
2.03784849683451e-106,0.334733654017692,0.904,0.778,4.92874037444395e-102,4,RASA3
4.58597928583817e-106,0.294487440705707,0.434,0.273,1.10916495007282e-101,4,TOB1
4.95749957597714e-106,0.332406094766264,0.467,0.301,1.19902084744583e-101,4,TAFA1
5.29046358194585e-106,-0.270599754704024,0.005,0.101,1.27955152192942e-101,4,EOMES
5.37215114042296e-106,-0.532191379398207,0.024,0.131,1.2993084748227e-101,4,HDAC9
6.29804184370282e-105,-0.320025925353564,0.897,0.913,1.52324440031796e-100,4,SERF2
2.33038118791519e-104,-0.444642414200125,0.141,0.268,5.63625994109167e-100,4,CHST12
2.90519100702034e-104,-0.462492473631809,0.429,0.51,7.0264949695794e-100,4,DBI
1.15274173347883e-103,0.31730350102756,0.952,0.859,2.7880211565919e-99,4,CYTH1
2.54967322422919e-103,0.291905543659795,0.569,0.385,6.16663966012072e-99,4,PCNX2
2.82245448015369e-103,-0.455470305904907,0.39,0.503,6.82638840569972e-99,4,SMAD7
4.01751913624916e-103,0.288172456864665,0.855,0.694,9.71677178293221e-99,4,TNFAIP8
4.66672858052422e-103,-0.276584564187942,0.014,0.114,1.12869497448559e-98,4,F2R
8.22204464798838e-103,-0.782314983496844,0.413,0.502,1.98858371856247e-98,4,AC002316.1
2.1781280811504e-101,0.273232093900015,0.577,0.393,5.26802057707035e-97,4,WWP1
2.17829678592621e-101,0.269862483175743,0.706,0.532,5.26842860644113e-97,4,SNHG8
6.80346225173775e-101,-0.402835827928295,0.071,0.187,1.64548538020529e-96,4,CD300A
2.96433161983349e-100,-0.418997768863855,0.89,0.898,7.16953245572928e-96,4,SH3BGRL3
9.33002500055427e-100,-0.677904916272711,0.087,0.208,2.25655984663406e-95,4,PPM1L
2.02368650963388e-99,0.350669767549342,0.398,0.25,4.89448819220049e-95,4,UST
3.71035556709992e-99,0.264052047870991,0.735,0.541,8.97386597458787e-95,4,PIK3IP1
8.59712235173281e-99,-1.2011461910521,0.022,0.122,2.0793000119901e-94,4,PTGDS
1.41701500053903e-98,-0.390451889306291,0.052,0.164,3.42719248030371e-94,4,NCR3
2.32896477747843e-98,0.287720197352134,0.483,0.319,5.63283421080932e-94,4,TUBA1A
4.13068533469122e-98,-0.432287772767537,0.125,0.246,9.99047555048418e-94,4,LLGL2
7.53778536771201e-98,0.274733124739175,0.895,0.719,1.82308876903483e-93,4,TC2N
1.17494295461605e-97,-0.436983117503708,0.152,0.276,2.84171703003437e-93,4,TGFBR1
1.95100692885399e-97,-0.359269654739102,0.883,0.888,4.71870535812626e-93,4,CFL1
2.64999079369624e-97,-0.299805230993079,0.026,0.127,6.40926773363373e-93,4,CD244
7.23217640376179e-97,-0.325776092876268,0.008,0.1,1.74917418501383e-92,4,CRTAM
6.27598547524125e-96,-0.387354187736323,0.814,0.816,1.51790984704185e-91,4,RNF213
1.0458448192112e-95,-0.47237149864956,0.082,0.196,2.5294802797442e-91,4,HLA-DRB1
1.30256432372993e-95,-0.263330504720293,0.457,0.625,3.15038207337321e-91,4,ITGA4
1.41279359655351e-95,-0.412363387545221,0.069,0.181,3.41698259262432e-91,4,GK5
6.9139208163361e-95,0.320671285422235,0.554,0.389,1.67220088863905e-90,4,ASAP1
9.99255413386673e-95,0.256700596190486,0.136,0.059,2.41679914281701e-90,4,ERVMER61-1
8.21489333090079e-94,0.258267577985456,0.723,0.531,1.98685410101166e-89,4,MCUB
1.05612818876105e-93,-0.305786447696956,0.024,0.122,2.55435163733747e-89,4,GALNT3
1.77663269648843e-93,-0.288401543941134,0.917,0.926,4.29696383972692e-89,4,H3-3A
2.4630410680709e-93,-0.365926106216841,0.019,0.113,5.95711112723628e-89,4,ST8SIA6
5.30899747689913e-93,0.323239921149424,0.518,0.36,1.28403412976282e-88,4,H1-3
8.12913655173571e-93,0.268828226770218,0.816,0.662,1.9661129664028e-88,4,NFKB1
8.4831725584691e-93,-0.627342533049488,0.149,0.268,2.05174011499134e-88,4,MTSS1
2.31987243500377e-92,0.306678767023359,0.91,0.805,5.61084347130011e-88,4,DPYD
3.78486386524973e-91,-0.314707898017857,0.017,0.109,9.15407174449299e-87,4,PTMS
5.39272996468277e-91,-0.396890273010758,0.083,0.195,1.30428566925818e-86,4,PRR5L
5.82522399603835e-91,-0.429397446743448,0.579,0.622,1.40888867568184e-86,4,SUN2
8.44587341458074e-91,-0.415200679561743,0.557,0.612,2.0427189440505e-86,4,BIN2
1.0446623642476e-90,0.264379429319074,0.831,0.661,2.52662039416924e-86,4,SMAP2
2.046660063755e-90,-0.343695629550254,0.052,0.158,4.95005203019783e-86,4,YPEL1
2.48725490187541e-90,-0.470428569358803,0.109,0.231,6.01567470567588e-86,4,CD8B
2.6073904395539e-90,0.321968108564964,0.656,0.48,6.30623451710507e-86,4,ATP2B1
6.99045364300799e-90,-0.457123047338185,0.162,0.28,1.69071111809791e-85,4,NOCT
4.74338693003401e-89,-0.739990237884102,0.021,0.114,1.14723556289803e-84,4,LINC01505
2.84002406536345e-88,0.282490817718946,0.584,0.412,6.86888220448804e-84,4,SUPT3H
2.90534001464888e-88,0.277452167360524,0.29,0.17,7.02685535942979e-84,4,ABCG1
5.09995469901191e-88,0.251748546586051,0.92,0.804,1.23347504350302e-83,4,FYB1
5.52791675012701e-88,0.33581485264149,0.534,0.376,1.33698194518572e-83,4,ERN1
1.69844472229652e-87,-0.405537925759738,0.568,0.619,4.10785840534635e-83,4,PLAAT4
2.11880358193284e-87,-0.402140554251814,0.424,0.521,5.12453834326278e-83,4,CLEC2B
2.91203468085037e-87,0.299786741579403,0.699,0.528,7.0430470791047e-83,4,MAP4K4
3.72219848451322e-87,-0.469579978277853,0.158,0.27,9.00250925464367e-83,4,SLA2
7.74629723877544e-87,-0.364541305132586,0.746,0.763,1.87351945017023e-82,4,CORO1A
5.10800021391836e-86,-0.461622625186936,0.018,0.106,1.2354209317383e-81,4,L3MBTL4
3.61376613964005e-85,0.270267055526638,0.698,0.528,8.74025478533343e-81,4,DDX21
8.65858527490963e-85,0.302245460227395,0.714,0.553,2.09416543458964e-80,4,RNF149
1.2535489945954e-84,0.281584172279356,0.667,0.502,3.03183359832844e-80,4,VOPP1
1.72861314432272e-84,0.314125447638566,0.39,0.253,4.18082375085894e-80,4,LRIG1
1.95098446065921e-84,-0.401665311444566,0.816,0.836,4.71865101655038e-80,4,PITPNC1
3.27554778008234e-84,-0.295029456069031,0.945,0.943,7.92223986090714e-80,4,CALM1
5.22471900407487e-84,-0.539161754161676,0.318,0.413,1.26365053832555e-79,4,GGA2
1.18924856553706e-83,-0.278188180774096,0.025,0.115,2.87631658060794e-79,4,KLRC4-KLRK1
2.32363068862782e-83,-0.542444784166353,0.055,0.157,5.61993318351525e-79,4,IKZF2
3.51996345120858e-83,-0.367416597059689,0.697,0.719,8.51338360309307e-79,4,HLA-F
5.6196946905282e-83,-0.361841059398822,0.681,0.71,1.35917935785115e-78,4,WIPF1
8.53073134203617e-83,-0.362486994119281,0.119,0.229,2.06324268238487e-78,4,ITPRIP
3.52153680731422e-82,0.252895948171499,0.453,0.304,8.51718892217018e-78,4,ANKRD28
5.95750859401678e-82,0.272201726129439,0.662,0.491,1.4408830285489e-77,4,SLCO3A1
1.96906426959937e-81,-0.417959604869587,0.082,0.188,4.76237884245303e-77,4,PEAK1
1.21869496905248e-80,-0.380489163881429,0.693,0.714,2.94753565215034e-76,4,MSN
2.67302314038979e-80,-0.408860742237099,0.232,0.347,6.46497376734675e-76,4,GALNT10
4.69674756957183e-80,-0.50394415997246,0.747,0.747,1.13595536717664e-75,4,IFITM2
6.79847494699761e-80,-0.370999353478377,0.025,0.113,1.64427915068084e-75,4,EPB41L4A
1.78444961461775e-79,-0.410944020612299,0.086,0.19,4.31586983791449e-75,4,MYO6
1.11582608864756e-78,0.257473145127327,0.853,0.718,2.69873697800299e-74,4,ANKRD12
2.83533170910237e-78,-0.410503134295795,0.909,0.898,6.85753327163499e-74,4,UTRN
1.43969001481136e-77,0.251435213376528,0.48,0.328,3.48203426982276e-73,4,GRK5
1.59195920872086e-77,0.253283812377272,0.491,0.338,3.85031254221228e-73,4,LDLRAD4
1.86683710951925e-77,-0.348255052024515,0.113,0.216,4.51513223308326e-73,4,PRR5
5.74969597695104e-77,0.263293367846631,0.632,0.475,1.39062146898538e-72,4,CREM
1.40576006488193e-76,-0.478834642517142,0.379,0.48,3.39997129292344e-72,4,PAM
1.74273513738193e-76,-0.361604117229218,0.178,0.281,4.21497920327194e-72,4,SIPA1
3.21927625446282e-76,-0.509706804237179,0.4,0.476,7.78614154904378e-72,4,CD7
7.18463749677395e-76,-0.42462026548004,0.766,0.771,1.73767642496975e-71,4,CDK17
1.35238041607867e-75,-0.40718973370391,0.209,0.312,3.27086727432786e-71,4,KLHDC4
1.98258033564493e-75,0.271168601585081,0.173,0.09,4.79506879979082e-71,4,DIRC3
2.67486813671472e-75,0.279559191290872,0.44,0.3,6.46943607545822e-71,4,CCDC7
7.13609215614615e-75,0.348267410729385,0.733,0.595,1.72593524888551e-70,4,SOS1
1.13197723508775e-74,-0.409605175042515,0.638,0.664,2.73780014078323e-70,4,TRAPPC10
7.46842480680458e-74,-0.351873245614003,0.66,0.681,1.80631322377375e-69,4,PTP4A2
9.07294895927053e-74,-0.448810247960758,0.234,0.332,2.19438343528917e-69,4,TRG-AS1
1.0749825480939e-73,-0.454895604179185,0.353,0.441,2.5999527908199e-69,4,DIP2A
7.42769343125355e-73,-0.493664969191178,0.491,0.551,1.79646193328298e-68,4,STK39
8.67121755107064e-73,-0.361069193693013,0.108,0.212,2.09722067690195e-68,4,B4GALT5
1.12787969420717e-72,-0.37652803744296,0.092,0.193,2.72788982840947e-68,4,JAKMIP2
2.84113036924362e-72,-0.321987314286581,0.84,0.847,6.87155791105261e-68,4,MYL6
7.50738084096584e-72,-0.395257524968373,0.213,0.324,1.815735130196e-67,4,LINC01871
7.63224525318368e-72,-0.260184026968004,0.033,0.116,1.845934836935e-67,4,PECAM1
2.72109697938393e-71,-0.364988471999757,0.513,0.559,6.58124515433798e-67,4,LSP1
1.15173077006838e-70,-0.469632504760915,0.223,0.317,2.78557604048739e-66,4,BCR
2.41996943859206e-70,-0.253803534344401,0.025,0.104,5.85293808417874e-66,4,RGS9
3.00141791718957e-70,-0.394496588380259,0.174,0.283,7.25922937451468e-66,4,LCORL
3.47610571732581e-70,-0.355659994841928,0.572,0.61,8.40730928792421e-66,4,BZW1
8.77796243743369e-70,-0.428126688334917,0.376,0.458,2.12303799511771e-65,4,IGF2R
1.08510965416062e-69,0.282342736141694,0.913,0.824,2.62444620955288e-65,4,LINC01619
2.60921727368468e-67,-0.610103527577289,0.415,0.484,6.31065289813376e-63,4,FNDC3B
7.97874698157293e-67,-0.481302853714874,0.407,0.47,1.92973974496323e-62,4,CD74
1.65419621100728e-66,-0.372561664961099,0.547,0.581,4.00083895594221e-62,4,TLN1
1.97460656525264e-66,-0.373767916698264,0.293,0.371,4.77578343872003e-62,4,SLC9A3R1
2.48181441883522e-66,-0.393855324094505,0.687,0.712,6.00251635339486e-62,4,SRPK2
3.10327907296102e-66,-0.472667855299456,0.408,0.483,7.50559076586353e-62,4,MT2A
3.75923851374391e-66,-0.362137323520983,0.253,0.349,9.09209426934102e-62,4,NUCB2
7.01746665381698e-66,0.256764365182293,0.594,0.438,1.69724448489218e-61,4,ELOVL5
3.03341481253784e-65,-0.344061867440384,0.719,0.718,7.33661706560401e-61,4,CD99
8.4568551757253e-64,-0.320001656031157,0.183,0.279,2.04537499280092e-59,4,STOM
2.47482701254089e-63,-0.401754835022624,0.613,0.638,5.9856166125314e-59,4,REL
3.75538868395239e-63,0.257756095429062,0.877,0.773,9.08278307100725e-59,4,JMJD1C
5.50366381040709e-63,-0.441298967334999,0.299,0.4,1.33111612918506e-58,4,GLCCI1
7.78088608386257e-63,-0.29869310510827,0.086,0.176,1.881885108243e-58,4,E2F3
2.83234694325407e-62,-0.369870689173216,0.664,0.684,6.8503143169543e-58,4,STK10
6.96546900208653e-62,-0.353045726738853,0.486,0.525,1.68466833284465e-57,4,CAP1
9.12623019158924e-62,-0.347252086168456,0.923,0.92,2.20727003413777e-57,4,PRKCH
1.09310798060746e-60,-0.40058750624078,0.348,0.424,2.64379096189721e-56,4,PTK2B
1.10565852780687e-60,-0.368828633134501,0.386,0.466,2.67414571535371e-56,4,ADAM10
1.19825510553333e-60,-0.334001355917617,0.533,0.57,2.89809979824291e-56,4,TAPBP
2.976539178694e-60,-0.445545893445428,0.118,0.216,7.1990576575893e-56,4,KCNQ5
1.33051311538459e-59,-0.346795274926936,0.163,0.251,3.21797902086918e-55,4,SERTAD1
2.4144734765105e-58,-0.435120103007221,0.294,0.382,5.83964555028831e-54,4,A2M
3.14547288536229e-58,-0.336640583135457,0.086,0.171,7.60764072053722e-54,4,SUSD1
4.13409648355542e-58,-0.495205644104732,0.346,0.415,9.99872575512715e-54,4,LYST
5.66903816727028e-58,-0.40208221688531,0.485,0.529,1.37111357113599e-53,4,ITCH
7.89556682270754e-58,-0.347008664614466,0.174,0.263,1.90962179174004e-53,4,TBK1
7.91801429748992e-58,-0.331398432732676,0.108,0.194,1.91505093799091e-53,4,ITGA5
1.1354167067572e-57,-0.331894051749405,0.774,0.787,2.74611884696295e-53,4,PRKCB
4.58332172074276e-57,-0.362199878714046,0.295,0.381,1.10852219137884e-52,4,CHD9
5.28978228111184e-57,-0.438519864510003,0.538,0.573,1.27938674250971e-52,4,NFATC2
1.00507635724606e-55,0.268557418353922,0.862,0.763,2.43087767763532e-51,4,P2RY8
1.11555775286554e-55,-0.335406428049495,0.491,0.542,2.69808798108061e-51,4,YWHAQ
2.11886670427336e-55,-0.367628008851026,0.596,0.627,5.12469101095554e-51,4,PICALM
2.54557970079559e-55,-0.269372072420647,0.108,0.191,6.15673906434421e-51,4,AGTRAP
4.28180327793225e-55,-0.282631349840264,0.108,0.191,1.03559694080069e-50,4,TSPAN32
6.94945968161091e-55,-0.267715585017913,0.074,0.152,1.68079631859441e-50,4,RHBDF2
1.21662808722042e-54,-0.289701325042567,0.129,0.212,2.94253669175131e-50,4,PLEKHF1
1.2232178144026e-54,-0.329662704998366,0.41,0.459,2.95847460591413e-50,4,NDUFB7
1.65824104509058e-54,-0.27423375450758,0.793,0.794,4.01062179165607e-50,4,OAZ1
4.99275092683735e-54,-0.314855459062279,0.668,0.674,1.20754673916488e-49,4,RAC2
6.31522334251979e-54,-0.375814125080096,0.183,0.267,1.52739991762184e-49,4,CTPS1
