p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.45233599038621e-07,0.366577747776499,0.316,0.265,0.00593121982634808,16,AGPS
2.57375051198488e-07,0.348614520632349,0.437,0.375,0.00622487298828663,16,A2M
2.59191730022511e-07,0.350875817007333,0.269,0.215,0.00626881118232445,16,UBE2O
2.62273275045863e-07,0.325312984512315,0.304,0.251,0.00634334143025925,16,SENP2
2.67173667544179e-07,0.263999910820834,0.212,0.158,0.00646186232322352,16,TMEM33
2.70191006989848e-07,0.357155374988378,0.388,0.347,0.00653483969505647,16,USP14
2.74558329399838e-07,0.326245715131898,0.21,0.156,0.00664046775486448,16,EYA3
2.84092107254008e-07,0.308661431560559,0.42,0.375,0.00687105170604545,16,ZNF800
2.86710251254826e-07,0.32693081477247,0.297,0.242,0.00693437413684922,16,NAA35
2.89494564600312e-07,0.380367870612792,0.328,0.275,0.00700171553942314,16,EIF2AK3
2.98838512296155e-07,0.356710468455268,0.413,0.369,0.00722770825839481,16,LINC01138
3.05943092142233e-07,0.296099475376961,0.239,0.186,0.00739953962655206,16,AMFR
3.06590393087981e-07,0.265947106707181,0.367,0.313,0.0074151952472259,16,ZC3H18
3.21942948875187e-07,0.291572737718407,0.241,0.186,0.00778651216149528,16,FUBP3
3.24302360784281e-07,0.329845196713557,0.288,0.233,0.00784357689792861,16,ZNF654
3.27813723266268e-07,0.318175630119501,0.212,0.158,0.00792850271091796,16,LPCAT3
3.30502612520395e-07,0.355185342793684,0.232,0.176,0.00799353618641827,16,TBC1D32
3.43498381288378e-07,0.496358549021716,0.399,0.365,0.0083078518498407,16,CMSS1
3.53867392252175e-07,0.324581212013418,0.414,0.365,0.0085586367490111,16,TSPAN14
3.60420303133254e-07,0.289970228906772,0.331,0.278,0.00871712545158088,16,POLR2J3.1
3.64353080812424e-07,0.272330141775752,0.299,0.242,0.00881224361252928,16,AKAP8
3.66998396291798e-07,0.294300511582177,0.533,0.508,0.00887622321271342,16,SETX
3.69483046901653e-07,0.379353581741018,0.327,0.275,0.00893631697236337,16,VEZT
3.71977956094806e-07,0.275804530368417,0.299,0.242,0.00899665884610898,16,ZFPM1
3.73581201926003e-07,0.367430602602797,0.401,0.359,0.0090354349497823,16,HDAC4
3.75227763168329e-07,0.288331230892091,0.228,0.175,0.0090752586799892,16,CDK5RAP1
3.77273924423534e-07,0.292261118972331,0.21,0.158,0.0091247471361076,16,ZNF266
3.79698577336659e-07,0.265711340214418,0.411,0.356,0.00918338979146444,16,PARP14
3.88630533869546e-07,0.373785801599894,0.487,0.455,0.00939941809216885,16,POLR2A
3.91712726413388e-07,0.31696196235517,0.263,0.212,0.0094739640010342,16,MTMR1
3.95427228587534e-07,0.330892588078999,0.48,0.455,0.0095638029506181,16,PTPN1
3.97162931861305e-07,0.322454087727135,0.409,0.365,0.00960578266999752,16,DENND6A
4.03023605472399e-07,0.414932793357452,0.136,0.09,0.00974752892195544,16,TMTC2
4.08505716990817e-07,0.372637746348632,0.387,0.348,0.00988011927113991,16,MEF2A
4.16705411109625e-07,0.265639161482799,0.394,0.34,0.0100784370730974,16,NCKAP1L
4.25817606372078e-07,0.251890777593519,0.255,0.197,0.0102988246277151,16,AGK
4.26254112373251e-07,0.356747209460019,0.351,0.305,0.0103093819618595,16,UIMC1
4.32613443160999e-07,0.336142489786077,0.555,0.541,0.0104631887362919,16,RC3H1
4.33606759431068e-07,0.31700913494038,0.592,0.576,0.0104872130835998,16,RBMS1
4.53858181757537e-07,0.270380778861502,0.287,0.232,0.0109770139839878,16,NCBP1
4.54845460933848e-07,0.286548498187947,0.281,0.226,0.011000892318146,16,TFRC
4.57558626090791e-07,0.354275341135226,0.268,0.217,0.0110665129306319,16,USP42
4.62486064594787e-07,0.279428933494582,0.187,0.135,0.0111856879582895,16,LIMD1
4.72009651459232e-07,0.284390604387171,0.19,0.138,0.011416025430193,16,CRK
4.99404814488628e-07,0.348026837443052,0.385,0.345,0.012078604843222,16,NGLY1
5.04495965380819e-07,0.258655941018371,0.36,0.305,0.0122017394187005,16,ECD
5.04900860149804e-07,0.316839015913758,0.222,0.169,0.0122115322035832,16,NSD2
5.12277456554696e-07,0.365725999291006,0.539,0.533,0.0123899425642319,16,PTPN2
5.15350485241736e-07,0.313557233465077,0.415,0.367,0.0124642668360566,16,TNFRSF1B
5.23046823788428e-07,0.368817471304071,0.439,0.412,0.0126504104801469,16,NCOA7
5.24183149608592e-07,0.369996526568424,0.42,0.379,0.0126778936564334,16,ZNF652
5.3141628966536e-07,0.393338076138729,0.331,0.28,0.0128528343818464,16,BTBD7
5.32827523051932e-07,0.331165769130934,0.407,0.367,0.012886966472534,16,RIPK1
5.51218705624384e-07,0.454674616849289,0.664,0.706,0.0133317756142313,16,TNFAIP8
5.56668563573144e-07,0.432659686020693,0.402,0.367,0.0134635858785801,16,COMMD1
5.62225831850724e-07,0.29478996196929,0.313,0.262,0.0135979939691416,16,ZNFX1
5.7209077825183e-07,0.318658343394187,0.489,0.46,0.0138365875627987,16,ADAM10
5.86562784455094e-07,0.383023358923349,0.258,0.209,0.0141866075048309,16,HACD3
6.24321809826072e-07,0.311596729673585,0.258,0.205,0.0150998472924534,16,TRMT11
6.34833755159653e-07,0.314569578363443,0.36,0.311,0.0153540892022914,16,YLPM1
6.44606732598003e-07,0.289517890619654,0.191,0.139,0.0155904584346153,16,MTMR10
6.64430846396984e-07,0.295671686362044,0.481,0.448,0.0160699244509574,16,AP2B1
6.7654901446393e-07,0.251414709384984,0.145,0.098,0.0163630144638246,16,ZDHHC13
6.79394450784591e-07,0.363256295058605,0.309,0.258,0.0164318341866761,16,SLC39A8
6.88573346828917e-07,0.288042583876275,0.158,0.11,0.0166538349664042,16,TMEM164
6.98719185433641e-07,0.303304740392123,0.22,0.169,0.016899222218898,16,RANGAP1
7.15345542111195e-07,0.295776861659518,0.22,0.166,0.0173013472815014,16,C22orf34
7.36010968937541e-07,0.304154723570531,0.212,0.16,0.0178011612947234,16,ANKS1A
7.40647248987269e-07,0.290303397309445,0.268,0.212,0.0179132943640061,16,TBC1D14
7.45971371945436e-07,0.405639146309568,0.371,0.326,0.0180420636018723,16,ULK4
7.51302090033578e-07,0.287276331466756,0.329,0.275,0.0181709923495521,16,RC3H2
7.6101047834198e-07,0.31601518459593,0.301,0.254,0.0184057994291791,16,JADE1
8.08349495774321e-07,0.297300409244716,0.255,0.201,0.0195507409047977,16,MINDY3
8.10002054483751e-07,0.31531605960073,0.364,0.311,0.019590709689744,16,CPT1A
8.32200549937432e-07,0.252429546659817,0.439,0.376,0.0201276025007867,16,KLRG1
8.40493749226325e-07,0.317706522624613,0.244,0.192,0.0203281818187879,16,RNF2
8.42476553078104e-07,0.330295699897269,0.214,0.161,0.020376137912747,16,C1QTNF3-AMACR
8.55521008554435e-07,0.322181004852271,0.456,0.427,0.0206916311128976,16,ACIN1
8.93371453454087e-07,0.356557214854446,0.369,0.325,0.0216070819732405,16,ATF6
9.34549491236216e-07,0.298085795218524,0.322,0.269,0.0226030139950391,16,EVA1C
9.60663320234806e-07,0.435798072391849,0.427,0.4,0.023234603063199,16,ASAP1
9.88265540485174e-07,0.301153092892902,0.235,0.184,0.0239021903621744,16,PISD
9.99879460707861e-07,0.310619612168834,0.348,0.3,0.0241830846366803,16,MUC20-OT1
1.09521159366124e-06,0.551575804417033,0.259,0.208,0.0264887876042908,16,KCNQ5
1.10022249848283e-06,0.330884496843032,0.251,0.197,0.0266099813483058,16,RAB28
1.12684318912473e-06,0.349994971116779,0.467,0.443,0.0272538293721707,16,TANK
1.14240027957263e-06,0.321489876345001,0.45,0.417,0.0276300931617435,16,WAPL
1.18494070177644e-06,0.32430321063805,0.377,0.335,0.028658975813165,16,TNIP1
1.20861215132405e-06,0.295161728631845,0.268,0.218,0.0292314934919236,16,NAA25
1.21273627116825e-06,0.27441744957562,0.236,0.184,0.0293312394544753,16,TM9SF4
1.2282559332504e-06,0.281084640739651,0.179,0.131,0.0297065980015942,16,TBC1D10A
1.2430429519946e-06,0.320841454878776,0.407,0.37,0.0300642368369413,16,NAA15
1.24773055193372e-06,0.296308365596193,0.333,0.284,0.0301776111290689,16,RPS6KB1
1.24877445617626e-06,0.254783710822014,0.621,0.62,0.030202858997079,16,SLC38A2
1.27708101398768e-06,0.407478276447008,0.573,0.564,0.030887481404306,16,BAZ1A
1.27894001751952e-06,0.383873869998113,0.309,0.259,0.0309324432637271,16,TDRD3
1.28698060111117e-06,0.278282745503468,0.191,0.14,0.0311269128184748,16,ARNT
1.30447334470301e-06,0.345952993443962,0.251,0.2,0.0315499923149871,16,CTDP1
1.31587352706395e-06,0.330598883996358,0.378,0.333,0.0318257171255687,16,OGDH
1.37565322977698e-06,0.301239884711914,0.256,0.203,0.033271549015386,16,PCNT
1.55550442260914e-06,0.271561645413939,0.262,0.208,0.0376214299652247,16,EPS15L1
1.60099278216247e-06,0.266115207172342,0.271,0.215,0.0387216114293815,16,ROCK2
1.62413341923101e-06,0.30540334189696,0.525,0.513,0.0392812908775213,16,CCDC12
1.63565157629177e-06,0.267332688753567,0.214,0.161,0.0395598690241927,16,GCLC
1.68868452240887e-06,0.327396056766577,0.324,0.276,0.0408425238589808,16,ILRUN
1.70693112646092e-06,0.349744248169048,0.271,0.223,0.0412838362245839,16,AP2A2
1.75635756539662e-06,0.26398485030355,0.474,0.434,0.0424792640766826,16,DIP2A
1.76505489801485e-06,0.421517371038861,0.453,0.43,0.0426896177633871,16,MPP7
1.8325991158567e-06,0.426759472846828,0.282,0.237,0.0443232422161102,16,FAM222B
1.85271953242125e-06,0.298271132176611,0.33,0.283,0.0448098746111403,16,USP12
1.85431710844367e-06,0.283323704951374,0.352,0.304,0.0448485135848186,16,OXSR1
1.89593896092651e-06,0.29909736859827,0.599,0.569,0.0458551797089687,16,NR4A2
1.89595254133065e-06,0.252483243718883,0.211,0.161,0.045855508164623,16,ERP27
1.9319417252603e-06,0.352244728723568,0.399,0.36,0.0467259425671456,16,DCAF5
1.94191778882573e-06,0.288405013767348,0.365,0.323,0.0469672236405392,16,ELP2
2.05190655432525e-06,0.369104893454035,0.443,0.416,0.0496274119229104,16,UBL3
2.08473949257089e-06,0.354639935579213,0.322,0.274,0.0504215093673195,16,ATXN7L1
2.12786520426266e-06,0.302250844513313,0.369,0.325,0.0514645478302967,16,TMEM165
2.13506308398341e-06,0.319026639930083,0.538,0.53,0.0516386357492227,16,NUFIP2
2.15160645450861e-06,0.352521693507508,0.418,0.39,0.0520387537087453,16,SPEN
2.18016368748078e-06,0.342243578744597,0.216,0.169,0.0527294389454101,16,RNF24
2.18311181633556e-06,0.42842938001564,0.312,0.27,0.052800742389892,16,RPS6KC1
2.19486380247982e-06,0.318854195738389,0.289,0.237,0.0530849759267768,16,SAMD8
2.22444887330247e-06,0.275970545674846,0.17,0.123,0.0538005204496934,16,LINC01237
2.23436592156431e-06,0.268666675212822,0.193,0.143,0.0540403741789545,16,WBP1L
2.37468469991962e-06,0.272102002814063,0.242,0.19,0.0574341241522559,16,COG6
2.42231011074572e-06,0.335121426187828,0.295,0.244,0.058585992338496,16,KLHL20
2.47648977949741e-06,0.258310204037388,0.25,0.198,0.0598963818069242,16,ADNP2
2.50697300667282e-06,0.339736819994438,0.341,0.299,0.0606336491393888,16,GALNT1
2.54265438654342e-06,0.2558481066175,0.218,0.169,0.0614966389929392,16,GCN1
2.61210678185706e-06,0.333432030689974,0.316,0.262,0.0631764146259948,16,SLA2
2.61710011207406e-06,0.285522995389752,0.675,0.722,0.0632971833106231,16,APBB1IP
2.67738886238483e-06,0.252304925425483,0.399,0.351,0.0647553270256395,16,CDK12
2.70682855343234e-06,0.367142519693105,0.381,0.346,0.0654673553933145,16,FBXW11
2.7354958922344e-06,0.305405255912927,0.407,0.37,0.0661607036495812,16,GON4L
2.80518754546903e-06,0.255450318413049,0.241,0.191,0.0678462659747139,16,CASC3
2.86364410226576e-06,0.250156843452434,0.628,0.614,0.0692600962573996,16,EIF3A
2.96388240709578e-06,0.352996010871437,0.24,0.191,0.0716844598980185,16,SLC10A7
3.04726657953558e-06,0.27681608999124,0.289,0.242,0.0737011894926476,16,RCOR3
3.0791481431938e-06,0.301566714721441,0.451,0.417,0.0744722769912853,16,ZNF131
3.08421449339686e-06,0.293118614932221,0.559,0.566,0.0745948117372963,16,SEPTIN9
3.20092257612988e-06,0.336798696377837,0.419,0.389,0.0774175134262772,16,YWHAE
3.22713890742032e-06,0.270612135075054,0.143,0.1,0.0780515816148678,16,ZFAT
3.23584331240351e-06,0.295719708743235,0.307,0.26,0.0782621063537913,16,NUTM2A-AS1
3.26062542224956e-06,0.306467416504503,0.349,0.302,0.0788614864625278,16,KDM3B
3.27078396075544e-06,0.280929508164005,0.305,0.255,0.0791071808748312,16,YARS1
3.37169544774636e-06,0.332690731404084,0.389,0.35,0.0815478260991935,16,MAP3K4
3.40700134080684e-06,0.349521630873696,0.334,0.286,0.0824017344287542,16,NF1
3.44661207311734e-06,0.572762766101183,0.448,0.43,0.0833597596004161,16,CAMKMT
3.45351055694254e-06,0.307949953062009,0.276,0.23,0.0835266063302122,16,CAAP1
3.45829262255184e-06,0.256954222777398,0.427,0.389,0.0836422653690389,16,XPO1
3.45862457990314e-06,0.254244555391194,0.19,0.14,0.0836502940895373,16,CPEB3
3.51417358033709e-06,0.372632438655983,0.246,0.202,0.084993802214033,16,SERGEF
3.57821469081811e-06,0.295996551425331,0.22,0.17,0.0865427005121269,16,SIMC1
3.63472498238465e-06,-0.498758863633585,0.055,0.104,0.0879094584239551,16,AL136456.1
3.66335988553271e-06,0.310063536690587,0.277,0.23,0.0886020221914941,16,PHF12
3.72471438212205e-06,0.305824049508599,0.345,0.304,0.090085942046004,16,LATS1
3.74054489828573e-06,0.436580493199181,0.273,0.223,0.0904688189099387,16,ARHGAP10
3.79789162484481e-06,0.319132523721497,0.367,0.332,0.0918558068384967,16,RYK
3.88886653967428e-06,0.286855231702309,0.323,0.273,0.0940561261285622,16,DPP8
3.98897057109452e-06,0.36786702614067,0.267,0.22,0.0964772422324921,16,RTTN
4.05497643824807e-06,0.266239494904293,0.178,0.13,0.0980736601354678,16,DCUN1D4
4.06979912934086e-06,0.30563294446918,0.331,0.286,0.098432161742238,16,SMG7
4.09883466633203e-06,0.306713128125298,0.289,0.241,0.0991344152399064,16,ZDHHC17
4.47159307427478e-06,0.405739051119947,0.269,0.225,0.10814995009441,16,FOCAD
4.56913415943624e-06,0.346759270960703,0.113,0.074,0.110509078780125,16,USP49
4.86573521644328e-06,0.302131646909486,0.277,0.228,0.117682671944897,16,BRWD3
5.06099878372125e-06,0.287883047632315,0.25,0.199,0.122405316583082,16,SSH1
5.15024821993033e-06,0.321224464678903,0.343,0.307,0.124563903447235,16,BTBD1
5.15158086918294e-06,0.495141361375647,0.361,0.327,0.124596134902059,16,WDPCP
5.22997825456668e-06,0.320912258329615,0.424,0.396,0.12649225406495,16,MTREX
5.23416058289091e-06,0.265810774012122,0.407,0.366,0.126593407857799,16,USP10
5.56854497259178e-06,0.343607502876763,0.328,0.28,0.134680828707105,16,TBCK
5.65346475913508e-06,0.296801061838729,0.438,0.405,0.136734698664441,16,LMBRD1
5.71203893761743e-06,0.264733839606872,0.226,0.178,0.138151373745215,16,HCG18
6.04695556409946e-06,0.347133229439958,0.607,0.614,0.146251667273309,16,TLE4
6.14548107485507e-06,0.260420082917451,0.211,0.163,0.148634605276445,16,GDAP2
6.22295676507671e-06,0.296549137510077,0.169,0.126,0.150508432320145,16,CHP1
6.29954917821299e-06,0.416688260326841,0.426,0.403,0.152360896424259,16,AFF1
6.34043340445777e-06,0.298690537212827,0.279,0.234,0.153349722320216,16,PPFIA1
6.35744289394443e-06,0.287630081302259,0.653,0.653,0.15376111383294,16,EZR
6.36618450546608e-06,0.350050057643773,0.367,0.331,0.153972538449203,16,SPPL2A
6.38402054357547e-06,0.283947782787908,0.238,0.189,0.154403920866916,16,WASL
6.41183059419931e-06,0.278206492676212,0.577,0.574,0.155076534751305,16,RAB7A
6.47420891256008e-06,0.295074215097972,0.161,0.115,0.156585216759178,16,ARHGEF12
6.50509378064735e-06,0.269043165820741,0.3,0.253,0.157332198178737,16,NCOA5
6.76343661932874e-06,0.307725661185938,0.378,0.338,0.163580478075085,16,TCERG1
6.77688814719544e-06,0.251729286958917,0.413,0.372,0.163905816728069,16,ZNF394
6.83138369672495e-06,0.365474974096783,0.125,0.085,0.16522384608899,16,DAB1
6.8837737548914e-06,0.282673516676923,0.158,0.115,0.166490952035803,16,FARP2
7.15062423993904e-06,0.282995697504894,0.312,0.267,0.172944997867166,16,SP4
7.53667289029865e-06,0.28338472926524,0.182,0.137,0.182281970524763,16,VPS35L
7.5500551857267e-06,0.372236547085132,0.283,0.238,0.182605634721986,16,ABHD3
7.7504790621568e-06,0.403732546506365,0.339,0.306,0.187453086597324,16,UBE2E1
8.35467176493382e-06,0.27404827263345,0.396,0.354,0.202066091306689,16,SETD5
8.62332707543456e-06,0.488223062319615,0.271,0.227,0.20856378864646,16,CRADD
8.67468396646805e-06,0.294748509306451,0.291,0.246,0.209805906412996,16,MAPK6
8.70714151667891e-06,0.312150728767103,0.273,0.224,0.210590924722396,16,SIK2
8.88216270287598e-06,0.321054485330742,0.349,0.31,0.214823987131758,16,MAP3K3
8.97717266701042e-06,0.25904968505428,0.232,0.184,0.217121898124314,16,PITPNA
9.3309235868368e-06,0.417467064186666,0.241,0.195,0.225677717871235,16,MYO1D
9.41761212701916e-06,0.266755716658885,0.357,0.298,0.227774366904085,16,PZP
9.70003169639181e-06,0.296242202479935,0.281,0.238,0.234604966608932,16,CDS2
1.02064798976167e-05,0.280024121018624,0.361,0.321,0.246853922803759,16,TP53BP2
1.09191793326262e-05,0.324425056636539,0.151,0.109,0.264091271338897,16,ADAMTSL4-AS1
1.10335033244498e-05,0.371537542467822,0.39,0.36,0.266856311405142,16,INTS6
1.13758043568949e-05,0.291462022997528,0.151,0.108,0.275135204175861,16,MAST2
1.18112908538482e-05,0.284479670093401,0.393,0.361,0.285667880591174,16,SEC63
1.18287450205988e-05,0.294669589507842,0.313,0.267,0.286090027068203,16,TGFBR1
1.19009325863402e-05,0.349528120155676,0.18,0.136,0.287835955533225,16,MAGI3
1.23128146861281e-05,0.335725470894943,0.339,0.299,0.297797735998695,16,TXLNG
1.26084621870583e-05,0.403790116938112,0.369,0.337,0.304948266456191,16,ATF7IP2
1.27544405244071e-05,0.263056635161007,0.166,0.12,0.30847889852331,16,SLC14A1
1.31020606853279e-05,0.333730236754228,0.241,0.2,0.316886439735339,16,PCBP1-AS1
1.36924872746152e-05,0.4135593019772,0.244,0.2,0.331166497223843,16,DISC1
1.37622774492775e-05,0.297058082061929,0.126,0.086,0.332854442388226,16,ALCAM
1.4141771595999e-05,0.271165250354193,0.558,0.558,0.342032887820833,16,CFLAR
1.41571554258566e-05,0.255310168584289,0.36,0.325,0.342404961129768,16,FBXO7
1.42213150947372e-05,0.363587045743978,0.307,0.272,0.343956726881314,16,GTF2F2
1.43402075817153e-05,0.306978406098091,0.248,0.205,0.346832260571367,16,CNOT10
1.47493435063176e-05,0.260750375974976,0.327,0.278,0.356727622043797,16,NOL4L
1.4766121867262e-05,0.285445940467912,0.186,0.142,0.357133423481598,16,POC1B
1.5388678100572e-05,0.282067689719589,0.235,0.19,0.372190568540433,16,SPAST
1.54130725314713e-05,0.274340011860478,0.273,0.225,0.372780572246165,16,B3GNT2
1.57481953713802e-05,0.407873183032862,0.301,0.26,0.380885853252203,16,KIAA1328
1.60570430494588e-05,0.261422611042084,0.152,0.11,0.38835564319421,16,NECTIN3
1.66995723708097e-05,0.252089507042361,0.294,0.249,0.403895857360404,16,YY1AP1
1.80468014082057e-05,0.392865299628093,0.269,0.228,0.436479938858862,16,C21orf59-TCP10L
1.81271069028623e-05,0.333195063197562,0.345,0.306,0.438422207552629,16,IP6K1
1.85782989232173e-05,0.303176652936384,0.421,0.395,0.449334737756934,16,RABEP1
1.85987021913735e-05,0.26309808073668,0.331,0.285,0.449828211200559,16,UAP1
1.88913626938162e-05,0.301705171834716,0.268,0.222,0.456906498112638,16,USP32
1.99045206979178e-05,0.297207859419969,0.402,0.38,0.48141073759984,16,SFSWAP
2.00640897633317e-05,0.343252225461454,0.351,0.312,0.485270075015941,16,GALM
2.01644722612914e-05,0.334612092932946,0.262,0.216,0.487697926111593,16,RFX3-AS1
2.04364312214517e-05,0.267806652339246,0.267,0.217,0.494275525522031,16,SLAMF6
2.12813672288958e-05,0.342883046656553,0.382,0.35,0.514711147798073,16,DIP2B
2.14503826670492e-05,0.259410377020724,0.262,0.217,0.518798955185252,16,MARCHF8
2.148408908957e-05,0.254198357958024,0.353,0.311,0.519614178720339,16,NPEPPS
2.15209482039898e-05,0.250139630557462,0.666,0.711,0.520505653261698,16,CAPZB
2.15428139677473e-05,0.26068821833182,0.581,0.576,0.521034498623936,16,GPCPD1
2.29833693254647e-05,0.27595377386485,0.224,0.181,0.555875770505688,16,ARID3B
2.31509369384538e-05,0.264991425620075,0.58,0.585,0.559928560793444,16,CENPC
2.33088512293286e-05,0.342035471253454,0.257,0.215,0.563747875832541,16,UBAP2
2.39036458379519e-05,0.346837106532139,0.25,0.205,0.578133578236705,16,AGPAT4
2.47728704258039e-05,0.267720570505617,0.133,0.095,0.599156644118492,16,WARS2-AS1
2.49640505885011e-05,0.282193827986513,0.275,0.232,0.603780527533488,16,XRRA1
2.67729645295523e-05,0.382114607322764,0.236,0.194,0.647530920111751,16,MAP2K6
2.73882099998642e-05,0.254819162038351,0.387,0.348,0.662411247056715,16,CDK11B
2.79003231791778e-05,0.261232415644398,0.197,0.154,0.674797216411594,16,SCARB2
2.84932135436594e-05,0.297716825974663,0.479,0.483,0.689136862766946,16,CSNK1A1
2.85624904888743e-05,0.285954801903985,0.472,0.457,0.690812394963915,16,ATP1A1
2.91284891298926e-05,0.257322781007186,0.372,0.338,0.704501638095581,16,ANKRD13D
2.95333800377292e-05,0.295813838661828,0.148,0.109,0.714294329592518,16,SLC1A4
3.07594139260616e-05,0.412556677315741,0.323,0.287,0.743947185215727,16,ELP4
3.12345316686016e-05,0.305408588408178,0.28,0.239,0.755438382936799,16,SLC30A9
3.23506428695633e-05,0.306040593834982,0.209,0.165,0.782432648443259,16,SNTB2
3.23613730573412e-05,0.253064838145653,0.271,0.23,0.782692168764854,16,PTAR1
3.2517020449347e-05,0.278572492868395,0.204,0.162,0.786456656587906,16,HACL1
3.29401363248725e-05,-0.27626727288035,0.169,0.223,0.796690137153366,16,CD8B
3.29532448277401e-05,0.305773943630021,0.181,0.141,0.797007179403721,16,PIGN
3.30270475837619e-05,0.320256323811181,0.179,0.137,0.798792172860866,16,GPD2
3.50099108832311e-05,0.258737870575077,0.316,0.273,0.846749704621828,16,KAT7
3.65885848559295e-05,0.283036566936844,0.43,0.413,0.884931513325511,16,ILF3
3.67224929458584e-05,0.285659228516162,0.13,0.093,0.88817021438853,16,LINC01422
3.74137061801199e-05,0.295962940966726,0.37,0.339,0.90488789767238,16,PHF20L1
3.89844412294385e-05,0.319760775753822,0.423,0.406,0.9428776955752,16,WWP1
3.99178165773638e-05,0.288230832478598,0.3,0.268,0.965452311740121,16,IL4R
4.07837022736228e-05,0.283958929743812,0.239,0.195,0.986394623189842,16,LANCL2
4.10449222788401e-05,0.283352077200822,0.25,0.207,0.992712490236028,16,DYNC1LI2
4.15972451889449e-05,0.418916021977029,0.417,0.406,1,16,COA1
4.25933651146384e-05,0.335620825832619,0.271,0.23,1,16,TSC22D1
4.63184743660922e-05,0.273982219199832,0.191,0.149,1,16,SGPP1
4.75657849401301e-05,0.27686361007826,0.25,0.209,1,16,TRAPPC8
4.78781205163625e-05,0.28712728979875,0.221,0.18,1,16,ACSL4
4.904932378611e-05,0.29341560605854,0.345,0.302,1,16,DLEU2
5.08127921807431e-05,0.260593115737851,0.241,0.197,1,16,ODR4
5.24202701453702e-05,0.255528007368261,0.276,0.235,1,16,SRRT
5.26019929185925e-05,0.261171705099904,0.454,0.439,1,16,TOP2B
5.33064969920539e-05,0.292174078055674,0.274,0.236,1,16,HGSNAT
5.411459606488e-05,0.25235624521524,0.481,0.463,1,16,NFE2L2
5.4469734269018e-05,0.335605592255833,0.358,0.323,1,16,STRN
5.45100341665114e-05,0.370354389499504,0.298,0.264,1,16,PSMD1
5.48786836047774e-05,0.263966926866033,0.415,0.382,1,16,FBXL5
5.49381034473155e-05,0.271985445151603,0.292,0.256,1,16,RARS2
5.51728974980589e-05,0.326449013251196,0.226,0.186,1,16,CPEB4
5.61334633897215e-05,0.366853676051931,0.586,0.571,1,16,ADGRE5
5.88957933425442e-05,0.372822972327855,0.429,0.413,1,16,BICRAL
6.19462223320505e-05,0.269562971708533,0.34,0.304,1,16,NUP88
6.33424586804386e-05,0.278635397634967,0.372,0.335,1,16,PHACTR4
6.5260103736496e-05,0.282185837433346,0.424,0.398,1,16,SNHG14
6.61125776190713e-05,0.274171206755404,0.212,0.17,1,16,PDLIM5
6.64887814365768e-05,0.280454716165729,0.459,0.446,1,16,RB1
6.85110695902079e-05,0.342842025487472,0.298,0.261,1,16,TASP1
6.92579303866123e-05,0.325693480660479,0.363,0.333,1,16,TRANK1
6.97424028615896e-05,0.297584024329218,0.429,0.407,1,16,CTDSPL2
6.99366972960039e-05,0.282984350868972,0.232,0.19,1,16,PIGL
7.03848554724202e-05,0.279672179097461,0.429,0.401,1,16,GOLGB1
7.09707307888615e-05,0.28589296514384,0.378,0.346,1,16,USP8
7.32139120682431e-05,0.275451741380287,0.407,0.383,1,16,SP140
7.38703707272222e-05,0.291107048626289,0.158,0.12,1,16,ADAMTS17
7.49765926321751e-05,0.265139604972982,0.285,0.246,1,16,OSBP
7.75112176275061e-05,-1.27110939225698,0.454,0.416,1,16,GNLY
7.96800352997121e-05,0.268956021326261,0.359,0.327,1,16,ICE1
7.97933745842772e-05,0.327928709511754,0.361,0.333,1,16,NUTM2B-AS1
8.0376689434268e-05,0.341743998622011,0.229,0.193,1,16,HS2ST1
8.1236246305371e-05,0.267085641031995,0.218,0.177,1,16,HEG1
8.13401833777409e-05,0.273030193237874,0.309,0.271,1,16,SIN3A
8.56201110241305e-05,0.283174975647161,0.323,0.284,1,16,SHLD2
8.61271545121808e-05,0.315419758982011,0.248,0.209,1,16,MANBA
8.73936020477474e-05,0.265758090768051,0.31,0.269,1,16,USP4
8.76022840106148e-05,0.312433901794741,0.369,0.336,1,16,FAM117B
8.79330121734162e-05,0.273598978456764,0.317,0.279,1,16,CEP192
8.85868509642639e-05,0.253161191182362,0.345,0.307,1,16,HEATR5B
8.99455489396524e-05,0.326045614212046,0.27,0.232,1,16,PSTPIP2
9.02225880137491e-05,0.272069637384325,0.391,0.369,1,16,RNF111
9.30511560638604e-05,0.258250968230243,0.521,0.514,1,16,VOPP1
9.35409665061711e-05,0.281133569330931,0.306,0.269,1,16,HERC2
9.3822216458253e-05,0.341554382348167,0.423,0.403,1,16,ACBD6
9.42994073207114e-05,0.253372709929563,0.221,0.179,1,16,TYW1B
9.69765555378561e-05,0.270570272559546,0.409,0.384,1,16,UBE2Q2
9.70014478445664e-05,0.384463091927864,0.369,0.339,1,16,GRK5
9.74154130495796e-05,0.30649683488,0.438,0.42,1,16,SEC31A
9.9413335765423e-05,0.357634886182193,0.413,0.394,1,16,CPQ
0.000106533419591657,0.272176868907594,0.222,0.181,1,16,SLF1
0.000108180054264051,0.25401071047693,0.216,0.178,1,16,EXT2
0.000108410668977299,0.252476867874848,0.382,0.354,1,16,CTCF
0.000113643493352251,0.30277074848419,0.514,0.525,1,16,PRKDC
0.000113819506985138,0.275393744192113,0.341,0.309,1,16,ARMC8
