"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"335",0,1.73513930486436,0.426,0.239,0,"NK T cells","STAT4"
"336",0,1.71745586764758,0.39,0.236,0,"NK T cells","CEMIP2"
"337",0,1.70286296394729,0.372,0.224,0,"NK T cells","CAMK4"
"338",0,1.70193664852978,0.638,0.503,0,"NK T cells","RIPOR2"
"339",0,1.68255867921396,0.493,0.324,0,"NK T cells","LRBA"
"340",0,1.67452554731527,0.327,0.177,0,"NK T cells","PPP1R16B"
"341",0,1.66056976243805,0.487,0.381,0,"NK T cells","PIP4K2A"
"342",0,1.65822541947719,0.484,0.352,0,"NK T cells","EML4"
"343",0,1.65494356849237,0.633,0.47,0,"NK T cells","RNF213"
"344",0,1.65362999868825,0.337,0.183,0,"NK T cells","BTBD9"
"345",0,1.64353753056461,0.413,0.266,0,"NK T cells","KANSL1"
"346",8.41199139458452e-281,1.82797808058441,0.303,0.167,3.15895512840833e-276,"NK T cells","PRKCA"
"347",2.40975384129219e-273,1.67938500230313,0.377,0.249,9.04934860020458e-269,"NK T cells","SMYD3"
"348",3.33954574868674e-268,1.71146233794966,0.396,0.277,1.25409961500433e-263,"NK T cells","PDE3B"
"349",6.30740240290651e-268,1.73276885044906,0.401,0.273,2.36861882436348e-263,"NK T cells","AOAH"
"350",2.45014260203879e-182,1.85607621070881,0.364,0.274,9.20102051343628e-178,"NK T cells","BCL2"
"351",0,3.47581531832511,0.769,0.167,0,"CD56 Bright NK cells","GNLY"
"352",0,2.75863424970422,0.833,0.126,0,"CD56 Bright NK cells","IL2RB"
"353",0,2.74692622299656,0.629,0.03,0,"CD56 Bright NK cells","XCL1"
"354",0,2.67181104151199,0.703,0.056,0,"CD56 Bright NK cells","XCL2"
"355",0,2.41374407521967,0.945,0.412,0,"CD56 Bright NK cells","CD7"
"356",0,2.34519627212652,0.941,0.349,0,"CD56 Bright NK cells","CTSW"
"357",0,2.04219476052545,0.531,0.026,0,"CD56 Bright NK cells","KLRC1"
"358",0,1.98520561048855,0.887,0.17,0,"CD56 Bright NK cells","FCER1G"
"359",0,1.9580461744868,0.636,0.061,0,"CD56 Bright NK cells","KLRF1"
"360",0,1.89760530000137,0.74,0.232,0,"CD56 Bright NK cells","CMC1"
"361",0,1.88443081119426,0.791,0.156,0,"CD56 Bright NK cells","KLRD1"
"362",0,1.83780277099267,0.717,0.13,0,"CD56 Bright NK cells","GZMK"
"363",0,1.81582498480323,0.482,0.034,0,"CD56 Bright NK cells","TRDC"
