,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,
1660,3.83E-215,0.340963029,0.613,0.476,1.44E-210,6,ARF6,
1680,8.13E-190,0.339992549,0.379,0.252,3.05E-185,6,PYCARD,
1644,3.82E-263,0.338379962,0.816,0.692,1.43E-258,6,LY6E,
1669,7.40E-204,0.336960485,0.5,0.362,2.78E-199,6,OSTF1,
1702,8.54E-157,0.336806764,0.433,0.317,3.21E-152,6,KLF3,
1682,3.29E-188,0.334987967,0.389,0.265,1.24E-183,6,SCP2,
1552,0,0.334971194,0.892,0.781,0,6,IFITM2,
1665,8.45E-212,0.334594922,0.513,0.376,3.17E-207,6,THEMIS,
1670,9.70E-201,0.334548978,0.675,0.548,3.64E-196,6,PSMB8,
1653,3.56E-236,0.334088109,0.589,0.436,1.34E-231,6,IQGAP1,
1664,9.17E-213,0.332768546,0.757,0.631,3.44E-208,6,UCP2,
1646,9.80E-253,0.331699125,0.328,0.189,3.68E-248,6,RAB27A,
1636,7.39E-287,0.330273025,0.827,0.659,2.78E-282,6,AHNAK,
1678,2.47E-192,0.329436062,0.344,0.218,9.26E-188,6,BHLHE40,
1656,3.71E-228,0.328307684,0.484,0.331,1.39E-223,6,CEMIP2,
1553,0,0.326924932,0.974,0.871,0,6,CD3E,
1697,3.16E-163,0.326352223,0.34,0.228,1.19E-158,6,SDF2L1,
1671,1.24E-200,0.325058381,0.323,0.199,4.66E-196,6,IFI27L2,
1688,1.78E-177,0.324275181,0.536,0.405,6.70E-173,6,TAP1,
1673,7.34E-200,0.322438698,0.317,0.194,2.75E-195,6,MXD4,
1689,1.51E-175,0.321171733,0.53,0.405,5.68E-171,6,TMEM50A,
1701,5.10E-159,0.320039777,0.436,0.316,1.92E-154,6,DYNLL1,
1640,2.18E-282,0.319930274,0.909,0.807,8.19E-278,6,PSME1,
1649,1.32E-247,0.319540252,0.719,0.574,4.97E-243,6,SEPTIN7,
1690,1.01E-174,0.317468504,0.447,0.322,3.79E-170,6,FBXW5,
1694,8.87E-172,0.31639067,0.381,0.26,3.33E-167,6,FKBP11,
1696,1.79E-166,0.315611919,0.356,0.241,6.72E-162,6,MFSD10,
1554,0,0.314159671,1,0.978,0,6,TMSB4X,
1737,4.55E-59,0.312774081,0.577,0.522,1.71E-54,6,CXCR4,
1686,3.76E-181,0.31245914,0.455,0.323,1.41E-176,6,TXN,
1705,5.70E-148,0.312255904,0.55,0.437,2.14E-143,6,TUBA1B,
1699,1.96E-162,0.311857267,0.499,0.379,7.37E-158,6,CAPNS1,
1698,1.01E-162,0.311492223,0.569,0.448,3.81E-158,6,WDR1,
1692,6.20E-173,0.310018203,0.493,0.365,2.33E-168,6,BZW1,
1695,3.01E-169,0.309811198,0.526,0.401,1.13E-164,6,NDUFB7,
1667,4.05E-211,0.308889889,0.766,0.644,1.52E-206,6,GNAI2,
1685,3.86E-182,0.308714041,0.406,0.274,1.45E-177,6,TENT5C,
1666,1.60E-211,0.308514601,0.604,0.457,6.02E-207,6,TLN1,
1681,5.55E-189,0.307510086,0.395,0.265,2.08E-184,6,ZBTB7A,
1716,1.24E-113,0.307407067,0.684,0.589,4.66E-109,6,H1-4,
1661,4.58E-215,0.306451771,0.605,0.459,1.72E-210,6,ADGRE5,
1703,8.53E-151,0.306367697,0.368,0.257,3.21E-146,6,JPT1,
1693,2.78E-172,0.304616251,0.706,0.595,1.05E-167,6,SRSF7,
1623,9.57E-307,0.303076276,0.972,0.898,3.59E-302,6,PPIA,
1691,4.08E-174,0.301832856,0.513,0.382,1.53E-169,6,RASAL3,
1672,2.95E-200,0.301292907,0.433,0.292,1.11E-195,6,IKZF3,
1625,1.13E-304,-0.300770546,0.982,0.955,4.23E-300,6,RPL13A,
1722,1.29E-102,-0.303442468,0.924,0.923,4.85E-98,6,MT-ND3,
1738,1.46E-54,-0.303599983,0.267,0.337,5.48E-50,6,SORL1,
1704,4.22E-150,-0.304197441,0.823,0.81,1.58E-145,6,NPM1,
1732,6.92E-81,-0.30471191,0.349,0.436,2.60E-76,6,RGS10,
1555,0,-0.310781167,0.999,0.971,0,6,RPS4X,
1725,1.20E-95,-0.310794319,0.455,0.539,4.52E-91,6,GPX4,
1723,1.73E-101,-0.312105252,0.452,0.535,6.49E-97,6,ANP32B,
1556,0,-0.312332111,0.99,0.955,0,6,RPSA,
1726,3.53E-93,-0.313181295,0.373,0.476,1.32E-88,6,COTL1,
1557,0,-0.314271496,0.993,0.964,0,6,RPS9,
1720,9.56E-104,-0.319715606,0.501,0.582,3.59E-99,6,SERP1,
1558,0,-0.320232979,0.998,0.972,0,6,RPL14,
1740,1.85E-35,-0.320751914,0.29,0.343,6.93E-31,6,AL138963.4,
1729,1.36E-86,-0.321269572,0.27,0.364,5.10E-82,6,PBXIP1,
1559,0,-0.321441042,1,0.976,0,6,RPS14,
1731,1.20E-84,-0.326171913,0.22,0.306,4.50E-80,6,TRADD,
1727,2.68E-92,-0.326243373,0.342,0.439,1.01E-87,6,SMAP2,
1560,0,-0.32629703,0.987,0.955,0,6,RACK1,
1739,2.42E-43,-0.332175104,0.673,0.688,9.09E-39,6,CD7,
1718,7.32E-110,-0.335915282,0.33,0.437,2.75E-105,6,MCUB,
1561,0,-0.337688385,0.992,0.956,0,6,RPS16,
1668,5.21E-211,-0.337792608,0.811,0.827,1.96E-206,6,HINT1,
1562,0,-0.338511916,0.983,0.95,0,6,RPL24,
1563,0,-0.346612837,0.998,0.966,0,6,RPL35A,
1564,0,-0.347693695,1,0.982,0,6,RPL28,
1735,5.27E-74,-0.352374476,0.237,0.317,1.98E-69,6,CORO1B,
1565,0,-0.358803241,0.999,0.973,0,6,RPL37,
1566,0,-0.361151464,0.995,0.963,0,6,RPS21,
1567,0,-0.363654647,0.988,0.951,0,6,RPL10A,
1721,1.37E-103,-0.366975129,0.22,0.318,5.14E-99,6,STT3B,
1568,0,-0.370369144,0.997,0.969,0,6,RPLP2,
1715,1.41E-114,-0.372551541,0.203,0.308,5.28E-110,6,NCK2,
1569,0,-0.373687717,1,0.979,0,6,RPL19,
1712,1.52E-127,-0.375823693,0.357,0.465,5.72E-123,6,NAP1L1,
1570,0,-0.376359655,1,0.986,0,6,EEF1A1,
1734,1.51E-74,-0.382235523,0.406,0.48,5.65E-70,6,DOCK10,
1571,0,-0.385285874,1,0.983,0,6,RPL10,
1711,5.12E-128,-0.385746039,0.347,0.455,1.92E-123,6,RNASET2,
1714,1.23E-120,-0.386365227,0.272,0.379,4.63E-116,6,CYLD,
1572,0,-0.387260894,0.999,0.973,0,6,RPL29,
1710,9.17E-132,-0.389292501,0.397,0.503,3.45E-127,6,SMDT1,
1719,1.18E-108,-0.390766544,0.276,0.375,4.44E-104,6,PIM1,
1713,6.30E-124,-0.390988809,0.354,0.459,2.36E-119,6,NDFIP1,
1573,0,-0.391963285,1,0.977,0,6,RPL18A,
1724,1.64E-96,-0.393030248,0.233,0.327,6.16E-92,6,PDE7A,
1674,1.95E-198,-0.396332603,0.819,0.836,7.31E-194,6,VIM,
1706,4.30E-140,-0.397030429,0.29,0.408,1.62E-135,6,SNHG8,
1730,8.30E-85,-0.398868902,0.285,0.375,3.12E-80,6,PDE3B,
1728,2.85E-87,-0.399057967,0.332,0.422,1.07E-82,6,DPYD,
1655,3.44E-231,-0.399761701,0.732,0.78,1.29E-226,6,NOP53,
1741,9.29E-12,-0.400101562,0.81,0.772,3.49E-07,6,JUNB,
1733,7.22E-79,-0.400944768,0.32,0.404,2.71E-74,6,ZBTB20,
1574,0,-0.404171667,0.999,0.971,0,6,RPS6,
1638,1.86E-284,-0.408209774,0.828,0.832,6.99E-280,6,RPL7,
1717,4.45E-112,-0.410998449,0.402,0.497,1.67E-107,6,RHOH,
1575,0,-0.411519584,0.999,0.972,0,6,RPL12,
1576,0,-0.418180007,1,0.98,0,6,RPL30,
1577,0,-0.420879833,0.999,0.976,0,6,RPS3A,
1578,0,-0.422042804,0.998,0.965,0,6,RPL39,
1579,0,-0.42444938,0.999,0.976,0,6,RPS23,
1580,0,-0.425959718,0.999,0.976,0,6,RPL34,
1581,0,-0.428730355,0.929,0.9,0,6,RPL4,
1582,0,-0.437647309,0.934,0.906,0,6,EEF2,
1736,8.03E-65,-0.441532033,0.4,0.476,3.02E-60,6,NFKBIA,
1709,3.25E-133,-0.442251553,0.229,0.339,1.22E-128,6,TTC39C,
1583,0,-0.44346665,1,0.98,0,6,RPS18,
1584,0,-0.444152694,0.997,0.967,0,6,RPS25,
1687,8.77E-180,-0.444281754,0.455,0.57,3.30E-175,6,LEPROTL1,
1700,1.75E-159,-0.451463413,0.212,0.335,6.57E-155,6,OXNAD1,
1708,1.44E-135,-0.456571503,0.207,0.321,5.41E-131,6,NFKB1,
1585,0,-0.462408695,1,0.982,0,6,RPS12,
1662,1.02E-214,-0.468382838,0.457,0.573,3.83E-210,6,EIF3E,
1586,0,-0.469137021,0.987,0.951,0,6,RPL5,
1684,1.73E-182,-0.469965637,0.185,0.319,6.50E-178,6,ABLIM1,
1587,0,-0.471491824,0.999,0.971,0,6,RPL18,
1683,2.22E-186,-0.473133748,0.17,0.301,8.34E-182,6,PIM2,
1588,0,-0.474944776,1,0.973,0,6,RPS28,
1679,3.40E-192,-0.476384919,0.181,0.317,1.28E-187,6,PIK3IP1,
1589,0,-0.477001659,0.992,0.961,0,6,RPL36,
1590,0,-0.478514556,0.99,0.952,0,6,RPLP0,
1591,0,-0.500020039,1,0.98,0,6,RPL11,
1592,0,-0.510981607,1,0.98,0,6,RPLP1,
1593,0,-0.512030537,0.998,0.97,0,6,RPL8,
1594,0,-0.516008785,0.817,0.847,0,6,SARAF,
1595,0,-0.520931157,0.84,0.842,0,6,RPL22,
1676,1.92E-195,-0.524454837,0.204,0.34,7.19E-191,6,PLP2,
1596,0,-0.529199844,1,0.986,0,6,RPL13,
1597,0,-0.532986957,0.999,0.977,0,6,TPT1,
1598,0,-0.557203083,1,0.979,0,6,RPS8,
1599,0,-0.560119526,1,0.979,0,6,RPL32,
1600,0,-0.562065409,0.976,0.946,0,6,RPL9,
1601,0,-0.562873201,0.613,0.7,0,6,SNHG29,
1602,0,-0.585948865,0.804,0.849,0,6,FXYD5,
1603,0,-0.587036856,0.939,0.916,0,6,EEF1B2,
1604,0,-0.587995818,0.989,0.951,0,6,RPS5,
1605,0,-0.623298317,0.998,0.965,0,6,RPS13,
1633,2.92E-289,-0.628534693,0.181,0.349,1.10E-284,6,PRKCQ-AS1,
1606,0,-0.685103335,0.194,0.429,0,6,CD27,
1607,0,-0.692009471,0.614,0.715,0,6,ARHGAP15,
1608,0,-0.69385272,0.474,0.631,0,6,GAS5,
1609,0,-0.717307175,0.79,0.847,0,6,PABPC1,
1610,0,-0.720055249,0.219,0.403,0,6,CAMK4,
1611,0,-0.725631477,0.22,0.439,0,6,TMEM123,
1612,0,-0.774685961,0.161,0.342,0,6,MAML2,
1613,0,-0.816713914,0.606,0.711,0,6,AC010197.2,
1614,0,-0.840653551,0.233,0.458,0,6,SELL,
1615,0,-0.877342047,0.197,0.395,0,6,BCL2,
1616,0,-0.930548836,0.221,0.437,0,6,INPP4B,
1617,0,-1.05101774,0.334,0.563,0,6,NOSIP,
1618,0,-1.325853216,0.212,0.542,0,6,TCF7,
1619,0,-1.369154756,0.008,0.337,0,6,MAL,
1620,0,-1.375732547,0.07,0.399,0,6,LEF1,
1621,0,-1.412639303,0.235,0.56,0,6,IL7R,
1622,0,-2.787929573,0.273,0.689,0,6,LTB,
1742,0,0.889553883,0.448,0.218,0,7,CCR7,
1743,0,0.835210769,0.541,0.294,0,7,MAL,
1744,0,0.804865967,0.605,0.357,0,7,LEF1,
1745,0,0.768863135,0.736,0.501,0,7,TCF7,
1746,0,0.726926742,0.409,0.211,0,7,FHIT,
1747,0,0.699574306,0.992,0.966,0,7,RPS13,
1748,0,0.693212853,0.965,0.634,0,7,LTB,
1749,0,0.683101586,0.717,0.532,0,7,NOSIP,
1750,0,0.636371846,0.995,0.979,0,7,RPL32,
1751,0,0.635281306,0.747,0.609,0,7,GAS5,
1752,0,0.626595549,0.982,0.952,0,7,RPS5,
1753,0,0.606010804,0.336,0.197,0,7,TRABD2A,
1754,0,0.599292187,0.998,0.98,0,7,RPL11,
1755,0,0.596730863,0.997,0.982,0,7,RPS12,
1756,0,0.595527016,0.962,0.914,0,7,EEF1B2,
1757,0,0.587701207,0.996,0.979,0,7,RPS8,
1950,5.67E-263,0.587478961,0.452,0.327,2.13E-258,7,PRKCQ-AS1,
1758,0,0.568774,0.996,0.972,0,7,RPL18,
1759,0,0.566964391,0.793,0.685,0,7,SNHG29,
1760,0,0.563861679,0.997,0.98,0,7,RPL30,
1937,1.76E-276,0.56186985,0.385,0.253,6.61E-272,7,RCAN3,
1761,0,0.559041976,0.982,0.945,0,7,RPL9,
1762,0,0.55867457,0.84,0.693,0,7,AC010197.2,
1763,0,0.556505704,0.983,0.952,0,7,RPL5,
1764,0,0.552375418,0.995,0.97,0,7,RPL8,
1765,0,0.542167065,0.909,0.84,0,7,SARAF,
1931,1.65E-283,0.541074926,0.408,0.268,6.18E-279,7,BACH2,
1766,0,0.529385473,0.999,0.986,0,7,RPL13,
1767,0,0.519085427,0.995,0.976,0,7,RPS3A,
1768,0,0.516239732,0.998,0.98,0,7,RPL19,
1769,0,0.51522992,0.995,0.977,0,7,RPS14,
1770,0,0.511575424,0.995,0.977,0,7,RPS23,
1771,0,0.504670065,0.842,0.771,0,7,NOP53,
1968,2.06E-238,0.503883974,0.637,0.556,7.72E-234,7,LEPROTL1,
1772,0,0.4991445,0.999,0.983,0,7,RPL10,
1773,0,0.495709287,0.993,0.972,0,7,RPL12,
2052,1.02E-150,0.494896493,0.386,0.3,3.83E-146,7,PIK3IP1,
2003,2.97E-190,0.494676319,0.512,0.423,1.12E-185,7,RGS10,
1774,0,0.489183658,0.911,0.837,0,7,PABPC1,
1930,5.77E-284,0.48239073,0.767,0.696,2.17E-279,7,C12orf57,
1775,0,0.479697646,0.994,0.974,0,7,RPL29,
1776,0,0.475387528,0.996,0.973,0,7,RPS28,
1993,1.76E-203,0.471460555,0.488,0.381,6.60E-199,7,CAMK4,
1777,0,0.471064363,0.989,0.966,0,7,RPL35A,
1778,0,0.470887083,0.991,0.967,0,7,RPS25,
2006,1.81E-184,0.470501746,0.318,0.216,6.81E-180,7,SERINC5,
1779,0,0.460451331,0.904,0.837,0,7,RPL22,
1991,4.33E-206,0.459153416,0.528,0.413,1.63E-201,7,INPP4B,
1780,0,0.458887943,0.996,0.976,0,7,RPL34,
2004,1.64E-189,0.457014413,0.426,0.32,6.16E-185,7,MAML2,
1781,0,0.454596491,0.996,0.977,0,7,RPL18A,
1782,0,0.452637376,0.989,0.962,0,7,RPL36,
1783,0,0.451720487,0.995,0.978,0,7,TPT1,
1986,1.15E-219,0.450355194,0.526,0.403,4.34E-215,7,CD27,
1965,8.94E-241,0.44716936,0.574,0.43,3.36E-236,7,SELL,
1961,1.96E-248,0.446819252,0.696,0.523,7.35E-244,7,IL7R,
1784,0,0.446692779,0.991,0.972,0,7,RPS6,
1785,0,0.445621414,0.891,0.827,0,7,RPL7,
1786,0,0.44477797,0.993,0.966,0,7,RPL39,
1787,0,0.442278975,0.979,0.952,0,7,RPL10A,
2082,8.18E-116,0.442109811,0.401,0.333,3.07E-111,7,ALKBH7,
1788,0,0.438953738,0.977,0.951,0,7,RPL24,
1789,0,0.437124126,0.995,0.972,0,7,RPL14,
1790,0,0.43385898,0.995,0.981,0,7,RPS18,
1791,0,0.423711066,0.984,0.957,0,7,RPS16,
1792,0,0.422684942,0.99,0.969,0,7,RPLP2,
2077,2.43E-125,0.420091462,0.398,0.32,9.12E-121,7,OXNAD1,
1793,0,0.418690712,0.997,0.981,0,7,RPLP1,
1794,0,0.415231593,0.997,0.98,0,7,RPS15,
2022,2.34E-174,0.412609047,0.628,0.559,8.78E-170,7,EIF3E,
1795,0,0.412172547,0.984,0.956,0,7,RACK1,
1796,0,0.411298763,0.997,0.982,0,7,RPS27A,
2074,1.86E-129,0.410050896,0.509,0.446,6.98E-125,7,NDFIP1,
1797,0,0.40611616,0.974,0.95,0,7,NACA,
1798,0,0.402074466,0.944,0.899,0,7,RPL4,
2094,2.82E-88,0.40071108,0.33,0.269,1.06E-83,7,SNHG7,
1799,0,0.39634376,0.916,0.84,0,7,FXYD5,
1800,0,0.394375841,0.995,0.971,0,7,RPS4X,
1801,0,0.39243243,0.998,0.982,0,7,RPL28,
1802,0,0.387410916,0.983,0.964,0,7,RPS9,
1803,0,0.387134361,0.99,0.963,0,7,RPS21,
2093,2.65E-90,0.385263353,0.392,0.325,9.94E-86,7,PLP2,
2049,3.28E-152,0.38444732,0.319,0.226,1.23E-147,7,PRKCA,
1804,0,0.378165653,0.987,0.952,0,7,RPLP0,
2096,2.82E-85,0.374510074,0.527,0.493,1.06E-80,7,SMDT1,
1805,0,0.372149036,0.997,0.98,0,7,RPS3,
1806,0,0.371930291,0.994,0.973,0,7,FAU,
2100,1.62E-78,0.370697994,0.314,0.255,6.09E-74,7,DGKA,
2099,9.17E-81,0.369585187,0.309,0.25,3.44E-76,7,FOXP1,
2095,1.15E-86,0.369382684,0.368,0.305,4.31E-82,7,ABLIM1,
2111,1.05E-32,0.363954126,0.399,0.369,3.94E-28,7,RPS4Y1,
2084,3.87E-113,0.362703792,0.611,0.573,1.45E-108,7,SERP1,
1807,0,0.359068773,0.999,0.986,0,7,EEF1A1,
2105,8.85E-62,0.346248929,0.326,0.278,3.32E-57,7,TESPA1,
1971,3.04E-232,0.346198115,0.87,0.835,1.14E-227,7,TOMM7,
2103,1.03E-71,0.346158969,0.44,0.396,3.86E-67,7,SNHG8,
1808,0,0.346139226,0.994,0.977,0,7,RPL3,
1809,0,0.345495667,0.992,0.973,0,7,RPL37,
2098,6.86E-82,0.344653746,0.463,0.419,2.58E-77,7,ST13,
1810,0,0.342640672,0.941,0.906,0,7,EEF2,
2092,3.38E-97,0.338449839,0.446,0.375,1.27E-92,7,BCL2,
1811,0,0.336937159,0.996,0.976,0,7,RPS2,
2085,7.59E-111,0.334734448,0.654,0.619,2.85E-106,7,SNHG6,
2097,6.85E-83,0.334475547,0.471,0.418,2.57E-78,7,TMEM123,
2107,1.90E-54,0.32384326,0.393,0.356,7.12E-50,7,HSPB1,
1812,0,0.323611883,0.978,0.968,0,7,RPL21,
1813,0,0.320741651,0.977,0.956,0,7,RPL13A,
1814,0,0.31872828,0.994,0.973,0,7,RPS7,
2101,7.76E-77,0.31430457,0.57,0.543,2.91E-72,7,ZFAS1,
1815,0,0.312511126,0.983,0.956,0,7,RPSA,
2102,8.05E-75,0.312466076,0.422,0.364,3.02E-70,7,PDE3B,
2091,3.14E-98,0.310974528,0.639,0.614,1.18E-93,7,EIF3H,
2108,2.87E-50,0.310070576,0.47,0.452,1.08E-45,7,NSA2,
2065,4.54E-140,0.308363374,0.781,0.754,1.71E-135,7,RPS20,
2110,1.45E-45,0.308126034,0.37,0.336,5.46E-41,7,TGFBR2,
1816,0,0.307130137,0.994,0.975,0,7,RPL7A,
2106,1.15E-60,0.306114479,0.477,0.445,4.32E-56,7,RNASET2,
2109,4.77E-46,0.302348493,0.464,0.44,1.79E-41,7,LINC00861,
1817,0,0.30039828,0.993,0.975,0,7,RPS15A,
2060,1.84E-143,-0.300472697,0.321,0.485,6.90E-139,7,POLR2L,
2066,1.76E-139,-0.301762364,0.383,0.55,6.61E-135,7,NDUFB2,
2062,6.24E-142,-0.301822179,0.222,0.369,2.34E-137,7,EIF3A,
2051,7.27E-151,-0.301991829,0.457,0.623,2.73E-146,7,CDC42,
2058,4.88E-147,-0.302118219,0.289,0.453,1.83E-142,7,SRSF9,
2089,2.94E-107,-0.302972924,0.308,0.444,1.10E-102,7,P2RY8,
2072,2.52E-132,-0.304168693,0.329,0.484,9.47E-128,7,ACTR2,
2071,3.14E-133,-0.304612417,0.272,0.422,1.18E-128,7,ARHGAP30,
2070,2.41E-133,-0.307014464,0.178,0.309,9.04E-129,7,DSTN,
2078,1.31E-124,-0.307108336,0.261,0.402,4.92E-120,7,RASAL3,
2056,3.48E-148,-0.308039344,0.364,0.533,1.31E-143,7,PARK7,
2112,4.60E-29,-0.309305212,0.405,0.475,1.73E-24,7,NFKBIA,
2064,3.80E-140,-0.311787157,0.585,0.726,1.43E-135,7,MYH9,
1992,7.19E-206,-0.312435222,0.735,0.851,2.70E-201,7,H3-3A,
2048,2.07E-152,-0.312635602,0.418,0.589,7.77E-148,7,TPI1,
2088,1.94E-108,-0.313104703,0.194,0.316,7.30E-104,7,LPP,
2080,3.63E-121,-0.315084635,0.205,0.336,1.36E-116,7,TAOK3,
2043,5.15E-154,-0.315504489,0.4,0.567,1.93E-149,7,KLF6,
2069,6.50E-134,-0.31598529,0.199,0.335,2.44E-129,7,DYNC1H1,
2050,3.28E-151,-0.316251257,0.195,0.34,1.23E-146,7,MTPN,
2039,3.50E-156,-0.316734824,0.392,0.566,1.31E-151,7,ARF1,
1997,4.77E-200,-0.317045653,0.765,0.864,1.79E-195,7,RAC2,
2076,2.80E-128,-0.318811752,0.456,0.614,1.05E-123,7,SRSF7,
2034,1.35E-161,-0.323901738,0.242,0.404,5.06E-157,7,MAP2K2,
2075,2.00E-129,-0.324288973,0.301,0.454,7.51E-125,7,SH3KBP1,
2053,2.07E-150,-0.32461147,0.228,0.379,7.77E-146,7,UBE2L6,
2044,5.07E-153,-0.324830459,0.267,0.427,1.90E-148,7,FMNL1,
2067,2.07E-138,-0.326107185,0.377,0.533,7.78E-134,7,CD2,
2055,1.40E-148,-0.326976972,0.232,0.384,5.26E-144,7,RNF167,
2038,1.10E-156,-0.329704802,0.246,0.403,4.12E-152,7,ARRB2,
2081,1.78E-120,-0.329738994,0.212,0.342,6.67E-116,7,PIK3R5,
2014,2.61E-176,-0.331242642,0.255,0.427,9.79E-172,7,TMEM50A,
2030,1.91E-164,-0.331389937,0.194,0.347,7.17E-160,7,FERMT3,
2016,1.99E-175,-0.331691595,0.34,0.522,7.46E-171,7,ATP5MC3,
2087,4.90E-110,-0.334437037,0.188,0.307,1.84E-105,7,CARD11,
2035,1.69E-160,-0.33482114,0.325,0.496,6.34E-156,7,ARHGDIA,
2025,1.27E-168,-0.334858684,0.241,0.405,4.76E-164,7,TBCB,
2042,1.93E-154,-0.3356237,0.263,0.42,7.27E-150,7,ITGB7,
2028,4.77E-168,-0.33598267,0.325,0.496,1.79E-163,7,SLC25A5,
2037,1.46E-157,-0.336948844,0.918,0.936,5.49E-153,7,ACTG1,
2045,5.77E-153,-0.337896529,0.203,0.349,2.17E-148,7,CDKN2D,
2104,1.78E-70,-0.337900833,0.226,0.32,6.67E-66,7,IFITM3,
2024,1.32E-169,-0.337998105,0.497,0.665,4.94E-165,7,GNAI2,
2020,1.23E-174,-0.338486044,0.408,0.586,4.62E-170,7,ATP5F1B,
2083,6.53E-115,-0.338641224,0.227,0.358,2.45E-110,7,LRBA,
2086,1.87E-110,-0.34173058,0.333,0.47,7.02E-106,7,PIK3R1,
2018,3.40E-175,-0.343391592,0.468,0.641,1.28E-170,7,SUB1,
1989,1.21E-209,-0.345558547,0.632,0.793,4.55E-205,7,HMGB1,
2068,1.98E-135,-0.345589464,0.206,0.342,7.45E-131,7,PTPN4,
2047,1.70E-152,-0.346214942,0.227,0.379,6.37E-148,7,PPP1R12A,
2012,1.23E-178,-0.346687467,0.225,0.388,4.63E-174,7,IL10RA,
2031,3.30E-164,-0.347464106,0.258,0.422,1.24E-159,7,NDUFB7,
2079,3.64E-122,-0.350044408,0.184,0.308,1.37E-117,7,NLRC5,
2029,9.66E-166,-0.350520745,0.191,0.342,3.63E-161,7,FBXW5,
2027,4.38E-168,-0.356224574,0.304,0.469,1.64E-163,7,WDR1,
1926,3.87E-291,-0.357270858,0.867,0.923,1.45E-286,7,MYL12A,
2007,3.33E-184,-0.357553633,0.292,0.472,1.25E-179,7,PRELID1,
1975,4.82E-231,-0.358499559,0.683,0.825,1.81E-226,7,PSME1,
2013,2.41E-178,-0.359455077,0.403,0.579,9.05E-174,7,LRRFIP1,
2001,7.67E-194,-0.36266581,0.232,0.405,2.88E-189,7,PGAM1,
1972,6.22E-232,-0.363108097,0.666,0.808,2.34E-227,7,EMP3,
2017,2.87E-175,-0.363644502,0.365,0.541,1.08E-170,7,CD53,
2026,2.21E-168,-0.365155204,0.297,0.465,8.30E-164,7,CAST,
2041,1.42E-155,-0.368335808,0.176,0.316,5.33E-151,7,ARHGAP25,
2008,1.07E-182,-0.368668215,0.228,0.394,4.01E-178,7,DHRS7,
1987,3.45E-215,-0.370048157,0.564,0.734,1.30E-210,7,RHOA,
2063,3.54E-140,-0.370374911,0.246,0.39,1.33E-135,7,SAT1,
1995,6.02E-202,-0.370808637,0.404,0.594,2.26E-197,7,HSP90B1,
2002,6.70E-191,-0.371149316,0.19,0.352,2.52E-186,7,POMP,
2073,3.26E-132,-0.371291451,0.271,0.414,1.22E-127,7,STAT4,
2057,1.99E-147,-0.373280394,0.537,0.694,7.47E-143,7,SKAP1,
2046,9.10E-153,-0.374793217,0.309,0.466,3.42E-148,7,STK17A,
1990,1.15E-207,-0.375205806,0.144,0.304,4.31E-203,7,REEP5,
2009,8.01E-182,-0.379760204,0.356,0.536,3.01E-177,7,WIPF1,
2005,8.91E-185,-0.380268446,0.369,0.551,3.35E-180,7,PSMB10,
2061,3.99E-143,-0.382841801,0.219,0.361,1.50E-138,7,SRPK2,
1983,2.25E-225,-0.383602139,0.602,0.764,8.44E-221,7,TPM3,
2019,3.83E-175,-0.384631585,0.318,0.49,1.44E-170,7,AKAP13,
1962,2.49E-247,-0.386841863,0.633,0.79,9.34E-243,7,MYL12B,
1999,3.35E-196,-0.388883749,0.385,0.571,1.26E-191,7,PSMB8,
2000,3.70E-196,-0.394807778,0.228,0.401,1.39E-191,7,CAPNS1,
2011,6.44E-181,-0.401783278,0.522,0.692,2.42E-176,7,JAK1,
2059,6.13E-145,-0.401899067,0.229,0.368,2.30E-140,7,ALOX5AP,
2010,6.11E-181,-0.402698205,0.373,0.55,2.29E-176,7,ZAP70,
1818,0,-0.403178488,0.999,0.989,0,7,B2M,
2032,3.62E-164,-0.404749118,0.173,0.313,1.36E-159,7,IKZF3,
1819,0,-0.404810737,0.993,0.979,0,7,TMSB4X,
1994,3.69E-203,-0.406288166,0.599,0.741,1.38E-198,7,S100A10,
2021,1.34E-174,-0.408565246,0.167,0.312,5.02E-170,7,SIPA1,
1998,3.56E-198,-0.409438348,0.201,0.367,1.34E-193,7,DIAPH1,
1964,2.50E-242,-0.409923604,0.317,0.522,9.37E-238,7,SEC61B,
1938,1.51E-272,-0.411653811,0.618,0.79,5.66E-268,7,YWHAZ,
1985,1.23E-221,-0.411730466,0.145,0.309,4.63E-217,7,PDIA6,
1941,1.05E-269,-0.414122527,0.601,0.769,3.96E-265,7,ARPC3,
1982,5.65E-226,-0.414848326,0.245,0.432,2.12E-221,7,P4HB,
2040,1.12E-155,-0.414940621,0.399,0.56,4.21E-151,7,IER2,
1969,1.12E-237,-0.420116494,0.213,0.4,4.20E-233,7,ITGB1,
1974,2.15E-231,-0.421778608,0.177,0.355,8.06E-227,7,CAPN2,
2090,2.03E-104,-0.423805419,0.522,0.652,7.63E-100,7,CD247,
1979,2.09E-228,-0.425017852,0.195,0.374,7.84E-224,7,OPTN,
1978,1.74E-228,-0.425387086,0.245,0.434,6.52E-224,7,BSG,
2054,8.89E-150,-0.427237543,0.186,0.325,3.34E-145,7,SIK3,
1981,1.05E-226,-0.429160519,0.3,0.492,3.94E-222,7,EZR,
1820,0,-0.431647059,0.839,0.936,0,7,PTPRC,
