,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,
2811,0,0.506232134,0.603,0.294,0,9,AOAH,
2812,0,0.506089151,0.911,0.71,0,9,CD99,
2924,5.77E-209,0.50478186,0.483,0.326,2.17E-204,9,ITM2A,
2813,0,0.498764034,0.528,0.282,0,9,C12orf75,
2814,0,0.493759642,0.317,0.136,0,9,CXCR3,
2932,1.77E-196,0.492925794,0.531,0.371,6.63E-192,9,SAT1,
2892,8.51E-256,0.488520206,0.632,0.449,3.20E-251,9,PIK3R1,
2815,0,0.480279049,0.635,0.38,0,9,CTSC,
2816,0,0.476570026,0.904,0.699,0,9,CLIC1,
2817,0,0.474298989,0.986,0.94,0,9,H3-3B,
2818,0,0.468753935,0.583,0.276,0,9,PLEK,
2819,0,0.467929265,0.6,0.364,0,9,CBLB,
2894,4.84E-251,0.463874334,0.642,0.456,1.82E-246,9,HSPA5,
2877,4.46E-287,0.45943396,0.782,0.619,1.68E-282,9,SUB1,
2885,4.42E-275,0.448809147,0.699,0.511,1.66E-270,9,CD2,
2820,0,0.448095375,0.564,0.342,0,9,ARPC5L,
2821,0,0.446747117,0.916,0.791,0,9,HSP90AA1,
2889,6.40E-267,0.444459525,0.572,0.361,2.40E-262,9,ID2,
2822,0,0.441540417,0.872,0.708,0,9,PLAAT4,
2869,6.22E-306,0.432768086,0.435,0.242,2.34E-301,9,ZBTB38,
2823,0,0.43195433,0.811,0.622,0,9,GUK1,
2912,3.21E-225,0.430013116,0.44,0.276,1.20E-220,9,CYCS,
2824,0,0.428333788,0.383,0.188,0,9,RAB27A,
2908,9.72E-230,0.425108354,0.414,0.252,3.65E-225,9,RNF19A,
3004,3.72E-23,0.42446587,0.618,0.596,1.40E-18,9,H1-10,
2825,0,0.424269126,1,0.968,0,9,PFN1,
2826,0,0.424194103,0.825,0.63,0,9,FYN,
2827,0,0.423030462,0.549,0.3,0,9,SAMD3,
2890,9.07E-265,0.421447859,0.342,0.185,3.40E-260,9,UBE2S,
2828,0,0.419374275,1,0.987,0,9,HLA-A,
2964,1.72E-140,0.419237446,0.471,0.339,6.47E-136,9,H1-2,
2829,0,0.416904682,0.538,0.278,0,9,MATK,
2830,0,0.413903899,0.849,0.68,0,9,PSMB9,
2963,2.09E-143,0.411212875,0.598,0.46,7.85E-139,9,TNFAIP3,
2884,2.80E-278,0.41078079,0.704,0.511,1.05E-273,9,WIPF1,
2907,3.49E-233,0.407041657,0.446,0.269,1.31E-228,9,GBP5,
2831,0,0.403540557,0.325,0.147,0,9,TOX,
2918,5.85E-220,0.397708704,0.582,0.406,2.20E-215,9,TERF2IP,
2832,0,0.395137345,0.983,0.911,0,9,GAPDH,
2833,0,0.389553718,1,0.984,0,9,ACTB,
2878,4.56E-286,0.388988137,0.4,0.218,1.71E-281,9,ATP8A1,
2834,0,0.388025715,0.996,0.965,0,9,EIF1,
2899,5.51E-244,0.387865164,0.722,0.544,2.07E-239,9,PTP4A2,
2883,9.69E-279,0.387822134,0.424,0.242,3.64E-274,9,PPP1R16B,
2835,0,0.386943523,0.39,0.178,0,9,FCRL6,
2972,1.27E-117,0.381670003,0.348,0.239,4.79E-113,9,ZNF331,
2902,1.22E-239,0.37786889,0.55,0.353,4.59E-235,9,ANXA2,
2917,2.26E-221,0.376167131,0.419,0.256,8.48E-217,9,JPT1,
2966,1.11E-130,0.374371068,0.852,0.744,4.18E-126,9,JUND,
2939,7.60E-181,0.371152108,0.577,0.42,2.85E-176,9,PDCD4,
2919,2.72E-219,0.368356573,0.344,0.195,1.02E-214,9,MXD4,
2871,3.34E-296,0.366052344,0.921,0.761,1.26E-291,9,CD3D,
2897,5.78E-246,0.364396485,0.56,0.375,2.17E-241,9,THEMIS,
2836,0,0.360758725,1,0.978,0,9,TMSB4X,
2979,1.75E-101,0.360066103,0.671,0.548,6.57E-97,9,KLF6,
2881,2.09E-281,0.358673663,0.439,0.248,7.84E-277,9,ARAP2,
2900,6.27E-243,0.356381405,0.477,0.292,2.36E-238,9,IKZF3,
2927,6.55E-206,0.356146757,0.44,0.277,2.46E-201,9,REL,
2876,7.66E-291,0.355350872,0.9,0.767,2.88E-286,9,LSP1,
2925,1.52E-207,0.354444552,0.512,0.337,5.70E-203,9,SYTL3,
2954,9.04E-158,0.352619331,0.465,0.32,3.39E-153,9,HMGB2,
2837,0,0.350437292,0.444,0.244,0,9,ATXN1,
2943,1.02E-172,0.349828704,0.384,0.244,3.84E-168,9,ANXA5,
2909,2.67E-228,0.349108444,0.793,0.641,1.00E-223,9,PPP1CA,
2971,3.48E-118,0.347849785,0.926,0.866,1.31E-113,9,ZFP36L2,
2904,9.92E-235,0.347635904,0.831,0.683,3.73E-230,9,LCP1,
2838,0,0.343273419,1,0.991,0,9,HLA-B,
2936,8.39E-184,0.342527225,0.734,0.582,3.15E-179,9,CALR,
2898,1.08E-245,0.341754139,0.35,0.187,4.05E-241,9,STOM,
2930,6.20E-200,0.341627245,0.777,0.625,2.33E-195,9,PSME2,
2962,9.67E-146,0.341310414,0.714,0.58,3.63E-141,9,CNN2,
2874,5.94E-293,0.34123047,0.971,0.893,2.23E-288,9,ATP5F1E,
2957,2.66E-156,0.34080077,0.388,0.252,9.98E-152,9,PTPRCAP,
2942,8.15E-173,0.340730915,0.564,0.406,3.06E-168,9,TAP1,
2905,1.41E-234,0.339759861,0.464,0.28,5.30E-230,9,ACTN4,
2911,1.14E-225,0.33897067,0.726,0.548,4.28E-221,9,LITAF,
2940,2.29E-180,0.338831529,0.401,0.253,8.61E-176,9,PYCARD,
2839,0,0.338329587,0.976,0.894,0,9,MYL6,
2950,6.03E-163,0.338074244,0.511,0.363,2.26E-158,9,GPI,
2895,1.67E-248,0.337315456,0.771,0.59,6.29E-244,9,SLC9A3R1,
2944,2.08E-169,0.336469309,0.665,0.512,7.80E-165,9,PARK7,
2896,7.58E-248,0.336342068,0.897,0.779,2.85E-243,9,OAZ1,
2875,8.37E-292,0.336036782,0.694,0.467,3.14E-287,9,GSTP1,
2906,1.53E-233,0.335541879,0.655,0.465,5.73E-229,9,PPP2R5C,
2926,5.67E-206,0.333782132,0.877,0.752,2.13E-201,9,GNAS,
2931,2.76E-197,0.333643465,0.356,0.208,1.04E-192,9,TRG-AS1,
2893,3.06E-251,0.333313722,0.9,0.772,1.15E-246,9,MYL12B,
2937,2.13E-183,0.332588354,0.366,0.224,8.00E-179,9,MAP4K1,
2958,4.41E-155,0.331767501,0.34,0.212,1.66E-150,9,SRRT,
2941,5.39E-178,0.331731766,0.671,0.516,2.03E-173,9,CAP1,
2888,3.08E-271,0.331134841,0.498,0.289,1.15E-266,9,APMAP,
2965,4.06E-134,0.329196569,0.476,0.341,1.53E-129,9,SELENOK,
2840,0,0.328520131,0.994,0.936,0,9,SH3BGRL3,
2929,1.74E-200,0.328165097,0.468,0.305,6.52E-196,9,SIK3,
2975,4.40E-115,0.328045758,0.386,0.264,1.65E-110,9,ISG15,
2960,3.87E-152,0.325586868,0.507,0.36,1.45E-147,9,UBE2L6,
2938,1.38E-181,0.321828971,0.487,0.323,5.18E-177,9,TXN,
2976,3.67E-111,0.321386436,0.952,0.906,1.38E-106,9,BTG1,
2947,3.91E-164,0.320468098,0.58,0.424,1.47E-159,9,PPP1R18,
2953,1.88E-160,0.319087667,0.483,0.331,7.06E-156,9,POMP,
2951,1.14E-162,0.319046341,0.626,0.469,4.29E-158,9,EZR,
2977,1.27E-106,0.318917367,0.462,0.346,4.76E-102,9,RBM38,
2923,1.20E-214,0.318749735,0.868,0.75,4.51E-210,9,ARPC3,
2921,1.02E-217,0.317232883,0.363,0.207,3.84E-213,9,PTPN22,
2946,2.16E-164,0.316570761,0.52,0.364,8.13E-160,9,RNF167,
2945,2.00E-164,0.313629546,0.4,0.257,7.50E-160,9,RAB5IF,
2981,5.70E-94,0.310957073,0.459,0.352,2.14E-89,9,ALOX5AP,
2956,9.06E-157,0.309633967,0.686,0.54,3.40E-152,9,ATP5IF1,
2841,0,0.3081059,0.904,0.74,0,9,ITGB2,
2916,1.27E-221,0.306712309,0.97,0.909,4.78E-217,9,CORO1A,
2872,2.03E-295,0.304303368,0.989,0.939,7.61E-291,9,CFL1,
2842,0,0.303822159,0.974,0.927,0,9,PTPRC,
2910,2.42E-227,0.303500345,0.874,0.736,9.09E-223,9,UBB,
2955,6.89E-157,0.302692659,0.408,0.269,2.59E-152,9,NIN,
2969,7.22E-122,0.301624232,0.319,0.209,2.71E-117,9,ODC1,
2952,1.59E-162,0.300926707,0.363,0.226,5.95E-158,9,PTPN7,
2959,3.58E-154,0.30048721,0.311,0.187,1.35E-149,9,ATP1B3,
2974,4.52E-116,0.300220059,0.471,0.345,1.70E-111,9,CCNH,
3005,8.55E-10,-0.305033882,0.422,0.421,3.21E-05,9,INPP4B,
2843,0,-0.305398619,1,0.982,0,9,RPS27A,
3000,1.90E-36,-0.306775909,0.281,0.333,7.13E-32,9,PLP2,
2949,3.46E-163,-0.307404724,0.989,0.953,1.30E-158,9,RPLP0,
2844,0,-0.308253191,1,0.98,0,9,RPL19,
2891,2.86E-257,-0.308437239,0.998,0.971,1.07E-252,9,RPL8,
2995,5.02E-55,-0.308620846,0.417,0.476,1.88E-50,9,ADD3,
2845,0,-0.31851787,0.997,0.972,0,9,RPL14,
2880,1.59E-283,-0.31874959,1,0.981,5.96E-279,9,RPLP1,
2870,4.25E-300,-0.319189281,0.992,0.964,1.60E-295,9,RPS9,
2846,0,-0.323015081,0.999,0.976,0,9,RPL34,
2847,0,-0.330138789,1,0.983,0,9,RPL10,
2992,2.38E-58,-0.330464147,0.573,0.628,8.95E-54,9,RIPOR2,
2988,1.19E-71,-0.332731445,0.526,0.566,4.46E-67,9,EIF3E,
3001,8.06E-34,-0.332847834,0.374,0.418,3.02E-29,9,DPYD,
2970,7.49E-122,-0.333996002,0.773,0.776,2.81E-117,9,NOP53,
2848,0,-0.339627704,1,0.976,0,9,RPS14,
3002,6.32E-31,-0.341142768,0.682,0.687,2.37E-26,9,CD7,
2986,1.15E-74,-0.342304109,0.243,0.328,4.33E-70,9,ICAM2,
2993,2.43E-57,-0.343999845,0.259,0.33,9.14E-53,9,OXNAD1,
2849,0,-0.345450054,0.998,0.974,0,9,RPL29,
2968,1.57E-122,-0.346981217,0.873,0.841,5.91E-118,9,PABPC1,
2999,4.26E-40,-0.350162033,0.282,0.34,1.60E-35,9,ESYT2,
2935,3.77E-184,-0.351053009,0.936,0.9,1.42E-179,9,RPL4,
2850,0,-0.352385589,0.999,0.977,0,9,RPS23,
2984,1.75E-76,-0.354040837,0.307,0.391,6.58E-72,9,RASGRP2,
2851,0,-0.356467099,1,0.986,0,9,RPL13,
2852,0,-0.356672934,0.998,0.972,0,9,RPS6,
2998,3.86E-40,-0.363526011,0.341,0.392,1.45E-35,9,CAMK4,
2853,0,-0.363819036,1,0.98,0,9,RPL11,
3003,4.83E-25,-0.369288753,0.369,0.388,1.82E-20,9,ITGB1,
2961,5.38E-147,-0.369765768,0.867,0.841,2.02E-142,9,RPL22,
2879,4.62E-286,-0.370442983,0.991,0.952,1.73E-281,9,RPL5,
2920,3.38E-218,-0.370512656,0.941,0.906,1.27E-213,9,EEF2,
2997,2.88E-46,-0.373148351,0.341,0.402,1.08E-41,9,ZBTB20,
2985,1.02E-75,-0.377141488,0.383,0.455,3.82E-71,9,NDFIP1,
2933,9.17E-192,-0.383336986,0.84,0.831,3.44E-187,9,RPL7,
2854,0,-0.384084478,0.999,0.972,0,9,RPL18,
2855,0,-0.400108108,1,0.979,0,9,RPS8,
2973,1.14E-116,-0.406980542,0.678,0.694,4.28E-112,9,SNHG29,
2983,8.63E-85,-0.412267722,0.223,0.315,3.24E-80,9,ABLIM1,
2856,0,-0.413505418,1,0.982,0,9,RPS12,
2989,3.09E-66,-0.414873845,0.234,0.31,1.16E-61,9,PLAC8,
2857,0,-0.415925486,0.985,0.946,0,9,RPL9,
2991,1.48E-59,-0.422360038,0.706,0.708,5.55E-55,9,ARHGAP15,
2858,0,-0.424435372,0.999,0.976,0,9,RPS3A,
2982,3.54E-93,-0.430123482,0.278,0.373,1.33E-88,9,PIM1,
2859,0,-0.438828732,1,0.979,0,9,RPL32,
2987,1.80E-74,-0.451181039,0.291,0.373,6.74E-70,9,PDE3B,
2967,5.69E-129,-0.453909083,0.572,0.622,2.14E-124,9,GAS5,
2996,1.98E-52,-0.454279623,0.313,0.375,7.42E-48,9,RPS4Y1,
2860,0,-0.470519404,0.987,0.952,0,9,RPS5,
2886,1.06E-271,-0.47188844,0.847,0.846,3.96E-267,9,FXYD5,
2978,1.82E-106,-0.474540667,0.235,0.338,6.82E-102,9,SORL1,
2990,1.42E-63,-0.476198788,0.244,0.317,5.34E-59,9,IFITM3,
2994,5.42E-57,-0.476464478,0.623,0.644,2.04E-52,9,CD247,
2861,0,-0.482119167,0.998,0.966,0,9,RPS13,
2862,0,-0.516760874,0.948,0.916,0,9,EEF1B2,
2863,0,-0.529425446,0.999,0.978,0,9,TPT1,
2980,8.45E-99,-0.552309251,0.235,0.334,3.17E-94,9,MAML2,
2901,1.40E-240,-0.586934479,0.677,0.705,5.25E-236,9,AC010197.2,
2914,4.08E-223,-0.600596055,0.277,0.431,1.53E-218,9,TMEM123,
2915,4.98E-222,-0.659258473,0.191,0.345,1.87E-217,9,PRKCQ-AS1,
2913,2.32E-223,-0.681320321,0.287,0.45,8.70E-219,9,SELL,
2948,2.81E-163,-0.683607385,0.257,0.388,1.06E-158,9,BCL2,
2922,4.24E-215,-0.709267277,0.41,0.524,1.59E-210,9,TCF7,
2864,0,-0.924267739,0.373,0.556,0,9,NOSIP,
2865,0,-1.04748677,0.342,0.547,0,9,IL7R,
2866,0,-1.183841601,0.126,0.39,0,9,LEF1,
2867,0,-1.267522407,0.032,0.329,0,9,MAL,
2868,0,-1.51262987,0.552,0.664,0,9,LTB,
3006,0,1.914449501,0.847,0.401,0,10,JUN,CD4 Na夫e
3007,0,1.830065442,0.732,0.234,0,10,FOS,CD4 Na夫e
3008,0,1.812772127,0.972,0.765,0,10,JUNB,CD4 Na夫e
3009,0,1.74509319,0.818,0.453,0,10,NFKBIA,CD4 Na夫e
3010,0,1.27059993,0.798,0.536,0,10,IER2,CD4 Na夫e
3011,0,1.181488152,0.327,0.017,0,10,NR4A1,CD4 Na夫e
3012,0,1.113971754,0.525,0.17,0,10,SOCS3,CD4 Na夫e
3013,0,1.082181781,0.526,0.148,0,10,CSRNP1,CD4 Na夫e
3014,0,1.037403301,0.684,0.327,0,10,BTG2,CD4 Na夫e
3015,0,1.027552638,0.557,0.224,0,10,PPP1R15A,CD4 Na夫e
3016,0,0.959076413,0.579,0.2,0,10,NFKBIZ,CD4 Na夫e
3017,0,0.956022136,0.755,0.454,0,10,TNFAIP3,CD4 Na夫e
3018,0,0.900561407,0.521,0.213,0,10,NR4A2,CD4 Na夫e
3019,0,0.899183346,0.618,0.325,0,10,AL138963.4,
3020,0,0.89532963,0.629,0.296,0,10,NFKB1,
3021,0,0.875415706,0.716,0.374,0,10,SLC2A3,
3022,0,0.862156911,0.347,0.088,0,10,FOSB,
3023,0,0.832368641,0.943,0.741,0,10,JUND,
3024,0,0.794328385,0.68,0.422,0,10,DDIT4,
3025,0,0.785236124,0.984,0.835,0,10,PABPC1,
3026,0,0.781693197,0.766,0.545,0,10,KLF6,
3027,0,0.776572218,0.837,0.564,0,10,CD69,
3028,0,0.762035264,0.822,0.627,0,10,ZFP36,
3029,0,0.747959365,0.701,0.398,0,10,DUSP1,
3030,0,0.738193913,0.793,0.475,0,10,RHOH,
3031,0,0.728405058,0.855,0.501,0,10,TCF7,
3032,0,0.718930909,0.433,0.165,0,10,PIM3,
3033,0,0.696037017,0.863,0.6,0,10,RPL36A,
3034,0,0.692056636,0.988,0.641,0,10,LTB,
3035,0,0.681686019,0.722,0.433,0,10,H4C3,
3036,0,0.652222809,0.891,0.68,0,10,TSC22D3,
3037,0,0.636547192,0.598,0.334,0,10,H1-2,
3038,0,0.633739382,0.384,0.141,0,10,PELI1,
3039,0,0.631727142,0.726,0.357,0,10,LEF1,
3040,0,0.628130182,0.978,0.835,0,10,RPL22,
3041,0,0.617608163,0.693,0.384,0,10,SNHG8,
3042,0,0.608121158,0.531,0.231,0,10,ZNF331,
3043,0,0.593182928,0.636,0.296,0,10,MAL,
3044,0,0.580837393,0.449,0.191,0,10,IRF2BP2,
3045,0,0.571739099,0.545,0.249,0,10,RCAN3,
3046,0,0.557554233,0.329,0.142,0,10,ICOS,
3047,0,0.55393921,0.543,0.279,0,10,SBDS,
3048,0,0.551143154,0.318,0.102,0,10,HOOK2,
3049,0,0.548728727,0.718,0.407,0,10,TMEM123,
3050,0,0.543559571,0.736,0.463,0,10,UBALD2,
3051,0,0.542940825,0.455,0.193,0,10,IL6ST,
3052,0,0.538211827,0.376,0.14,0,10,SNX9,
3053,0,0.533725383,0.825,0.532,0,10,NOSIP,
3054,0,0.528063231,0.989,0.904,0,10,EEF2,
3153,4.66E-271,0.52707787,0.332,0.161,1.75E-266,10,RGCC,
3055,0,0.524480765,0.386,0.171,0,10,NELL2,
3056,0,0.524262256,0.657,0.397,0,10,CCNL1,
3057,0,0.516698922,0.493,0.222,0,10,CCR7,
3058,0,0.511297012,0.531,0.265,0,10,BACH2,
3059,0,0.493811498,0.998,0.965,0,10,EIF1,
3060,0,0.490001485,0.524,0.283,0,10,CD55,
3061,0,0.482558007,0.998,0.94,0,10,FTH1,
3139,2.68E-301,0.482461908,0.531,0.298,1.01E-296,10,ABLIM1,
3062,0,0.479960195,0.932,0.692,0,10,AC010197.2,
3063,0,0.476958368,1,0.978,0,10,TPT1,
3064,0,0.475791487,0.99,0.898,0,10,RPL4,
3065,0,0.475295896,0.734,0.478,0,10,DNAJB1,
3066,0,0.475048832,0.5,0.267,0,10,NSMCE3,
3067,0,0.471343669,0.981,0.838,0,10,SARAF,
3170,1.27E-239,0.456874567,0.495,0.288,4.76E-235,10,GADD45B,
3068,0,0.447775336,0.906,0.682,0,10,SNHG29,
3069,0,0.434793891,0.307,0.121,0,10,CITED4,
3070,0,0.432609658,1,0.979,0,10,RPS8,
3151,6.85E-276,0.431418398,0.764,0.526,2.57E-271,10,HNRNPA0,
3071,0,0.429374073,0.999,0.973,0,10,RPL37,
3072,0,0.424777552,0.999,0.966,0,10,RPL39,
3073,0,0.423647563,0.338,0.143,0,10,SH3YL1,
3074,0,0.423042548,1,0.982,0,10,RPS12,
3075,0,0.419393784,0.984,0.887,0,10,RPL26,
3076,0,0.416671991,1,0.966,0,10,RPS13,
3166,7.13E-247,0.413267015,0.494,0.281,2.68E-242,10,YPEL5,
3175,2.71E-227,0.410577843,0.521,0.31,1.02E-222,10,TUBA1A,
3077,0,0.410514848,0.333,0.138,0,10,IFRD1,
3078,0,0.406132761,0.999,0.974,0,10,RPS28,
3079,0,0.403286529,0.998,0.963,0,10,RPS21,
3080,0,0.402684204,0.998,0.953,0,10,RPLP0,
3081,0,0.402670354,0.953,0.804,0,10,NPM1,
3082,0,0.402467376,0.442,0.223,0,10,HIVEP2,
3083,0,0.401048959,0.965,0.843,0,10,RPL38,
3084,0,0.400800928,1,0.981,0,10,RPLP1,
3085,0,0.398672293,1,0.979,0,10,RPL32,
3164,4.22E-247,0.395258667,0.905,0.729,1.58E-242,10,HSP90AB1,
3168,4.25E-244,0.394632498,0.811,0.591,1.60E-239,10,LINC01578,
3154,1.74E-267,0.392952086,0.843,0.608,6.55E-263,10,GAS5,
3086,0,0.391817342,0.999,0.975,0,10,RPS15A,
3087,0,0.391037352,0.996,0.952,0,10,RPS5,
3088,0,0.389036154,0.41,0.197,0,10,TRABD2A,
3171,4.71E-238,0.388417998,0.492,0.281,1.77E-233,10,PIM2,
3089,0,0.38647092,0.321,0.141,0,10,NXT1,
3146,3.07E-281,0.385665992,0.302,0.136,1.15E-276,10,ARMH1,
3090,0,0.384933262,0.989,0.914,0,10,EEF1B2,
3158,1.15E-262,0.384673193,0.335,0.162,4.31E-258,10,SNHG15,
3091,0,0.383442222,0.976,0.879,0,10,PNRC1,
3149,3.06E-276,0.38112101,0.416,0.215,1.15E-271,10,FHIT,
3201,1.16E-181,0.381000395,0.344,0.193,4.35E-177,10,GPR183,
3165,6.87E-247,0.379709894,0.481,0.272,2.58E-242,10,DDX21,
3173,5.29E-236,0.378406937,0.588,0.361,1.99E-231,10,CYLD,
3092,0,0.374558024,1,0.986,0,10,EEF1A1,
3178,3.09E-224,0.373814289,0.67,0.44,1.16E-219,10,NDFIP1,
3161,6.10E-251,0.373808849,0.518,0.296,2.29E-246,10,PIK3IP1,
3179,1.30E-222,0.37300761,0.649,0.418,4.90E-218,10,RGS10,
3152,5.16E-273,0.372783455,0.691,0.428,1.94E-268,10,SELL,
3147,3.96E-281,0.367235346,0.632,0.377,1.49E-276,10,CAMK4,
3093,0,0.366305234,1,0.981,0,10,RPS18,
3181,9.77E-221,0.36580299,0.754,0.518,3.67E-216,10,ANP32B,
3208,2.10E-175,0.365552618,0.553,0.358,7.89E-171,10,PIM1,
3094,0,0.365113902,0.996,0.945,0,10,RPL9,
3095,0,0.364356739,0.998,0.952,0,10,RPL5,
3145,7.00E-284,0.361179809,0.958,0.826,2.63E-279,10,RPL7,
3096,0,0.360214805,0.999,0.962,0,10,RPL36,
3097,0,0.356923807,0.998,0.964,0,10,RPS9,
3219,4.66E-145,0.356750957,0.557,0.379,1.75E-140,10,H1-3,
3159,9.97E-261,0.356635519,0.394,0.201,3.74E-256,10,WHAMM,
3160,7.28E-254,0.355540797,0.371,0.186,2.73E-249,10,TSPYL2,
3200,5.06E-182,0.352926256,0.799,0.588,1.90E-177,10,H1-10,
3193,5.64E-193,0.352321709,0.708,0.49,2.12E-188,10,EIF5A,
3140,8.74E-301,0.351623889,0.308,0.134,3.28E-296,10,NUP58,
3098,0,0.349859639,1,0.977,0,10,RPS3A,
3190,6.76E-201,0.344129618,0.551,0.342,2.54E-196,10,SNHG5,
3191,4.46E-197,0.343403989,0.774,0.554,1.68E-192,10,EIF3E,
3141,9.26E-301,0.342020763,0.426,0.213,3.48E-296,10,SERINC5,
3099,0,0.341154888,0.999,0.968,0,10,RPS25,
3184,1.16E-215,0.341056509,0.306,0.153,4.36E-211,10,SESN3,
3233,1.95E-112,0.339614943,0.936,0.863,7.33E-108,10,KLF2,
3182,2.02E-220,0.336643961,0.97,0.828,7.60E-216,10,VIM,
3100,0,0.335065603,0.999,0.983,0,10,RPL28,
3252,2.46E-83,0.333978676,0.377,0.257,9.24E-79,10,CITED2,
3144,1.68E-285,0.333328647,0.985,0.909,6.32E-281,10,RPS29,
3101,0,0.333232301,0.999,0.976,0,10,RPL34,
3102,0,0.332165921,0.997,0.956,0,10,RPSA,
3103,0,0.330487086,0.999,0.972,0,10,RPS6,
3183,3.21E-217,0.329961342,0.412,0.226,1.20E-212,10,ITPKB,
3104,0,0.322933483,0.999,0.971,0,10,RPS4X,
3176,8.53E-225,0.319731442,0.4,0.212,3.20E-220,10,BCAS2,
3196,2.33E-189,0.318516079,0.37,0.202,8.74E-185,10,TUBB4B,
3105,0,0.318016218,0.993,0.947,0,10,RPL37A,
3186,3.28E-209,0.316183142,0.472,0.272,1.23E-204,10,TESPA1,
3209,1.43E-174,0.315744446,0.586,0.381,5.38E-170,10,RSL1D1,
3215,1.51E-157,0.314052358,0.693,0.489,5.69E-153,10,LDHA,
3211,3.82E-172,0.313683975,0.57,0.369,1.43E-167,10,TRA2B,
3213,6.16E-168,0.312262888,0.765,0.551,2.31E-163,10,LEPROTL1,
3106,0,0.311535082,1,0.98,0,10,RPL11,
3187,1.18E-206,0.308491494,0.573,0.358,4.44E-202,10,PDE3B,
3107,0,0.307484596,0.999,0.977,0,10,RPS23,
3242,6.62E-102,0.305759488,0.535,0.372,2.49E-97,10,SAT1,
3243,3.57E-101,0.304286119,0.954,0.866,1.34E-96,10,ZFP36L2,
3216,4.18E-156,0.30011402,0.343,0.195,1.57E-151,10,TOB1,
3337,1.75E-10,-0.300174221,0.507,0.475,6.58E-06,10,PPP2R5C,
3314,5.07E-29,-0.302412166,0.531,0.522,1.90E-24,10,WIPF1,
3230,2.83E-126,-0.302987191,0.962,0.916,1.06E-121,10,MYL12A,
3334,6.90E-14,-0.303799163,0.344,0.348,2.59E-09,10,PPP3CC,
3330,5.42E-18,-0.305995215,0.375,0.38,2.04E-13,10,BST2,
3324,3.40E-20,-0.306190546,0.635,0.589,1.28E-15,10,CALR,
3288,5.58E-47,-0.307118825,0.732,0.693,2.10E-42,10,CCND3,
3325,8.71E-20,-0.308178711,0.306,0.326,3.27E-15,10,DYNLL1,
3329,2.60E-19,-0.308845048,0.335,0.347,9.77E-15,10,DENND2D,
3300,7.18E-38,-0.313973922,0.575,0.557,2.69E-33,10,PSMB8,
3332,9.67E-18,-0.316222634,0.361,0.368,3.63E-13,10,PPP1R12A,
3282,7.68E-53,-0.316555043,0.549,0.557,2.89E-48,10,CALM2,
3319,2.05E-26,-0.320728288,0.306,0.333,7.71E-22,10,FBXW5,
3220,7.23E-144,-0.322907185,1,0.984,2.71E-139,10,ACTB,
3316,3.95E-28,-0.324880092,0.402,0.411,1.48E-23,10,NDUFB7,
3287,8.87E-49,-0.325001605,0.61,0.597,3.33E-44,10,ANXA6,
3318,1.23E-26,-0.325641877,0.378,0.393,4.61E-22,10,RASAL3,
3292,1.02E-43,-0.32587588,0.499,0.508,3.84E-39,10,SEC61B,
3306,1.68E-35,-0.327915276,0.518,0.515,6.32E-31,10,SELPLG,
3313,2.30E-30,-0.328169582,0.388,0.41,8.62E-26,10,ITGB7,
3331,7.51E-18,-0.328603857,0.292,0.312,2.82E-13,10,ARHGEF3,
3276,5.83E-57,-0.330124122,0.792,0.742,2.19E-52,10,UBB,
3250,3.77E-89,-0.3364605,0.819,0.797,1.42E-84,10,EMP3,
3299,3.00E-39,-0.338732014,0.448,0.459,1.13E-34,10,PRELID1,
3326,1.06E-19,-0.342323214,0.399,0.404,3.99E-15,10,STAT4,
3277,1.02E-56,-0.342537251,0.651,0.632,3.84E-52,10,GUK1,
3295,1.49E-42,-0.34442295,0.529,0.525,5.58E-38,10,CAP1,
3322,1.12E-20,-0.34483992,0.466,0.46,4.19E-16,10,PIK3R1,
3323,1.23E-20,-0.345775741,0.436,0.436,4.60E-16,10,MACF1,
3307,1.08E-33,-0.346113083,0.348,0.374,4.05E-29,10,RNF167,
3328,2.26E-19,-0.346570145,0.414,0.425,8.47E-15,10,TRBC1,
3335,1.09E-13,-0.34662007,0.328,0.333,4.09E-09,10,PIK3R5,
3333,8.90E-15,-0.34787346,0.356,0.359,3.34E-10,10,ALOX5AP,
3221,1.90E-142,-0.351598915,0.963,0.94,7.12E-138,10,MT-ND1,
3234,8.84E-111,-0.351674266,0.807,0.778,3.32E-106,10,MYL12B,
3310,1.95E-31,-0.353629145,0.352,0.373,7.30E-27,10,OSTF1,
3272,4.10E-59,-0.353675191,0.65,0.636,1.54E-54,10,HLA-F,
3248,6.77E-92,-0.356788138,0.613,0.675,2.54E-87,10,AHNAK,
3291,8.45E-44,-0.357816232,0.526,0.529,3.17E-39,10,APBB1IP,
3297,8.64E-42,-0.35793718,0.398,0.422,3.24E-37,10,BSG,
3315,6.53E-29,-0.360642701,0.371,0.389,2.45E-24,10,CLEC2B,
3311,3.06E-31,-0.362462853,0.572,0.559,1.15E-26,10,SYNE2,
3212,3.05E-168,-0.364026577,0.9,0.902,1.15E-163,10,TXNIP,
3283,9.57E-53,-0.366064763,0.591,0.579,3.59E-48,10,BIN2,
3172,2.07E-236,-0.366123097,0.999,0.984,7.78E-232,10,HLA-C,
3296,3.93E-42,-0.366445371,0.255,0.305,1.48E-37,10,CCDC107,
